a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,p16,r17,s18,t19,u20,v21,w22,x23,y24,z25,aa26,bb27,cc28,dd29,ee30,ff31,gg32,hh33,ii34,jj35,kk36,ll37,mm38,nn39,oo40,pp41,qq42,rr43,ss44,tt45,uu46,vv47,ww48,xx49,yy50,zz51,aaa52,bbb53,ccc54,ddd55,eee66,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_5_TIER_1,redeemed_community_event_5_tier1,0,,,,,,,0,0,0,0,0,0,0,0,0x800210,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12489,,,,,,MTX8,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_5_TIER_2,redeemed_community_event_5_tier2,0,,,,,,,0,0,0,0,0,0,0,0,0x800211,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12490,,,,,,MTX8,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_5_TIER_3,redeemed_community_event_5_tier3,0,,,,,,,0,0,0,0,0,0,0,0,0x800212,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12491,,,,,,MTX8,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_5_TIER_4,redeemed_community_event_5_tier4,0,,,,,,,0,0,0,0,0,0,0,0,0x800213,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12492,,,,,,MTX8,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_5_TIER_5,redeemed_community_event_5_tier5,0,,,,,,,0,0,0,0,0,0,0,0,0x800214,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12493,,,,,,MTX8,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_6_TIER_1,redeemed_community_event_6_tier1,0,,,,,,,0,0,0,0,0,0,0,0,0x80022E,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12958,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_6_TIER_2,redeemed_community_event_6_tier2,0,,,,,,,0,0,0,0,0,0,0,0,0x80022F,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12959,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_6_TIER_3,redeemed_community_event_6_tier3,0,,,,,,,0,0,0,0,0,0,0,0,0x800230,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12960,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_6_TIER_4,redeemed_community_event_6_tier4,0,,,,,,,0,0,0,0,0,0,0,0,0x800231,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12961,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_COMMUNITY_6_TIER_5,redeemed_community_event_6_tier5,0,,,,,,,0,0,0,0,0,0,0,0,0x800232,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12962,,,,,,MTX9,
feature,LOOT_MTX4_REDEEMED_COMMUNITY_EVENT_TIER1,redeemed_community_event_tier1,0,,,,,,,0,0,0,0,0,0,0,0,0x8000AA,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,3741,,,,,,MTX4,
feature,LOOT_MTX4_REDEEMED_COMMUNITY_EVENT_TIER2,redeemed_community_event_tier2,0,,,,,,,0,0,0,0,0,0,0,0,0x8000A9,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,3740,,,,,,MTX4,
feature,LOOT_MTX4_REDEEMED_COMMUNITY_EVENT_TIER3,redeemed_community_event_tier3,0,,,,,,,0,0,0,0,0,0,0,0,0x800104,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,6960,,,,,,MTX4,
feature,LOOT_MTX4_REDEEMED_COMMUNITY_EVENT_TIER4,redeemed_community_event_tier4,0,,,,,,,0,0,0,0,0,0,0,0,0x8000AB,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,3742,,,,,,MTX4,
feature,LOOT_MTX4_REDEEMED_COMMUNITY_EVENT_TIER5,redeemed_community_event_tier5,0,,,,,,,0,0,0,0,0,0,0,0,0x8000AC,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,3743,,,,,,MTX4,
feature,LUA_MENU_MTX6_REDEEMED_SUMMER_BUNDLE,redeemed_days_of_summer_bundle,0,,,,,,,0,0,0,0,0,0,0,0,0x8001C7,,,,0,,1,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,11547,,,,,,MTX6,
feature,LUA_MENU_MTX6_REDEEMED_SUMMER_STARTER,redeemed_days_of_summer_starter,0,,,,,,,0,0,0,0,0,0,0,0,0x8001C6,,,,0,,1,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,11548,,,,,,MTX6,
feature,LOOT_REDEEMED_DIVISIONSPACK,redeemed_divisionspack,0,,,,,,,0,0,0,0,0,0,0,0,0x80006D,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,751,,,,,,Gold,
feature,LUA_MENU_MTX6_REDEEMED_LIBERTY_STRIKE_BUNDLE,redeemed_liberty_strike_bundle,0,,,,,,,0,0,0,0,0,0,0,0,0x800197,,,,0,,1,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,11076,,,,,,MTX6,
feature,LUA_MENU_MTX6_REDEEMED_LIBERTY_STRIKE_STARTER_PACK,redeemed_liberty_strike_starter_pack,0,,,,,,,0,0,0,0,0,0,0,0,0x800196,,,,0,,1,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,11077,,,,,,MTX6,
feature,LOOT_REDEEMED_MPUPGRADE,redeemed_mpupgrade,0,,,,,,,0,0,0,0,0,0,0,0,0x800071,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,752,,,,,,Gold,
feature,LOOT_REDEEMED_MPUPGRADE,redeemed_mpupgrade2,0,,,,,,,0,0,0,0,0,0,0,0,0x8000B2,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,4007,,,,,,CP,
feature,LUA_MENU_MTX4_REDEEMED_MTX5PACK_A,redeemed_mtx5_pack_a,0,,,,,,,0,0,0,0,0,0,0,0,0x80016B,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,8649,,,,,,MTX4,
feature,LUA_MENU_MTX4_REDEEMED_MTX5PACK_B,redeemed_mtx5_pack_b,0,,,,,,,0,0,0,0,0,0,0,0,0x80016E,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,8650,,,,,,MTX4,
feature,LOOT_REDEEMED_RANK_RESET_MG1,redeemed_rank_reset_mg1,0,,,,,,,0,0,0,0,0,0,0,0,0x8000B4,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,4167,,,,,,TU1,
feature,LOOT_REDEEMED_RANK_RESET_MG2,redeemed_rank_reset_mg2,0,,,,,,,0,0,0,0,0,0,0,0,0x8000B6,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,4168,,,,,,TU1,
feature,LOOT_REDEEMED_SABOTEUR,redeemed_saboteur,0,,,,,,,0,0,0,0,0,0,0,0,0x80009D,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,3585,,,,,,TU1,
feature,LUA_MENU_MTX6_REDEEMED_STARTER_200AC,redeemed_starter_ac,0,,,,,,,0,0,0,0,0,0,0,0,0x8001B8,,,,0,,1,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,11144,,,,,,MTX6,
feature,DEVONLY_NOTINBUILD_COUPON_2,redeemed_voucher_anniversary,0,,,,,,,0,0,0,0,0,0,0,0,0x80026A,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,780,,,,,,MTX12,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_1ASD,redeemed_voucher_app_1ASD,0,,,,,,,0,0,0,0,0,0,0,0,0x800244,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12971,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_1SD,redeemed_voucher_app_1SD,0,,,,,,,0,0,0,0,0,0,0,0,0x800242,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12972,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_2ASD,redeemed_voucher_app_2ASD,0,,,,,,,0,0,0,0,0,0,0,0,0x800253,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,13012,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_2SD,redeemed_voucher_app_2SD,0,,,,,,,0,0,0,0,0,0,0,0,0x800243,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12973,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_BOOSTXP_3H,redeemed_voucher_app_boostxp_3h,0,,,,,,,0,0,0,0,0,0,0,0,0x80023F,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12974,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_BOOSTXP_4H,redeemed_voucher_app_boostxp_4h,0,,,,,,,0,0,0,0,0,0,0,0,0x800240,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12975,,,,,,MTX9,
feature,DEVONLY_NOTINBUILD_REDEEMED_VOUCHER_APP_BOOSTXP_5H,redeemed_voucher_app_boostxp_5h,0,,,,,,,0,0,0,0,0,0,0,0,0x800241,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,12976,,,,,,MTX9,
feature,LOOT_MTX1_REDEEMED_WINTERBOX_1,redeemed_voucher_winterdrop_year2_1,0,,,,,,,0,0,0,0,0,0,0,0,0x800260,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,13035,,,,,,MTX9,
feature,LOOT_MTX1_REDEEMED_WINTERBOX_2,redeemed_voucher_winterdrop_year2_2,0,,,,,,,0,0,0,0,0,0,0,0,0x800261,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,13036,,,,,,MTX9,
feature,LOOT_MTX1_REDEEMED_WINTERBOX_3,redeemed_voucher_winterdrop_year2_3,0,,,,,,,0,0,0,0,0,0,0,0,0x800262,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,13037,,,,,,MTX9,
feature,LOOT_MTX1_REDEEMED_WINTERBOX_4,redeemed_voucher_winterdrop_year2_4,0,,,,,,,0,0,0,0,0,0,0,0,0x800263,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,13038,,,,,,MTX9,
feature,LOOT_REDEEMED_WW2STARTERPACK,redeemed_ww2starterpack,0,,,,,,,0,0,0,0,0,0,0,0,0x800087,,,,0,,0,0,,,,0,,,,1,1,1,,1,,,,,0,0,0,0,,,0,0,753,,,,,,TU1,
feature,CAMO_BROWNSPOT,reich brownspot,0,icon_camo_brownspot,CAMO_BROWNSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x725120,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,754,,,,,,MTX3,
feature,CAMO_GREENSPOT,reich greenspot,0,icon_camo_greenspot,CAMO_GREENSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x725110,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,755,,,,,,MTX3,
feature,CAMO_HEERES,reich heeres,0,icon_camo_heeres,CAMO_HEERES_DESC,,,,,0,0,0,0,0,0,0,0,0x725130,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,756,,,,,,MTX3,
feature,CAMO_LEIBERMUSTER,reich leibermuster,0,icon_camo_leibermuster,CAMO_LEIBERMUSTER_DESC,,,,,0,0,0,0,0,0,0,0,0x725140,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,757,,,,,,MTX3,
feature,CAMO_CHEETAH,reich leopard,0,icon_camo_leopard,CAMO_LEOPARD_DESC,,,,,0,0,0,0,0,0,0,0,0x7251B0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,758,,,,,,MTX3,
feature,CAMO_M1916,reich m1916,0,icon_camo_m1916,CAMO_M1916_DESC,,,,,0,0,0,0,0,0,0,0,0x7251A0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,759,,,,,,MTX3,
feature,CAMO_OAKLEAF,reich oakleaf,0,icon_camo_oakleaf,CAMO_OAKLEAF_DESC,,,,,0,0,0,0,0,0,0,0,0x725160,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,760,,,,,,MTX3,
feature,CAMO_PALMTREE,reich palmtree,0,icon_camo_palmtree,CAMO_PALMTREE_DESC,,,,,0,0,0,0,0,0,0,0,0x725170,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,761,,,,,,MTX3,
feature,CAMO_PANZER,reich panzer,0,icon_camo_panzer,CAMO_PANZER_DESC,,,,,0,0,0,0,0,0,0,0,0x725190,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,762,,,,,,MTX3,
feature,CAMO_PEAPATTERN,reich peapattern,0,icon_camo_peapattern,CAMO_PEAPATTERN_DESC,,,,,0,0,0,0,0,0,0,0,0x725150,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,763,,,,,,MTX3,
feature,CAMO_PLANETREE,reich planetree,0,icon_camo_planetree,CAMO_PLANETREE_DESC,,,,,0,0,0,0,0,0,0,0,0x725180,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,764,,,,,,MTX3,
feature,CAMO_SNOW,reich snow,0,icon_camo_snow,CAMO_SNOW_DESC,,,,,0,0,0,0,0,0,0,0,0x7251C0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,766,,,,,,MTX3,
feature,CAMO_BROWNSPOT,ribeyrolles brownspot,0,icon_camo_brownspot,CAMO_BROWNSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x73E120,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7219,,,,,,MTX7,
feature,CAMO_GREENSPOT,ribeyrolles greenspot,0,icon_camo_greenspot,CAMO_GREENSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x73E110,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7225,,,,,,MTX7,
feature,CAMO_HEERES,ribeyrolles heeres,0,icon_camo_heeres,CAMO_HEERES_DESC,,,,,0,0,0,0,0,0,0,0,0x73E130,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7226,,,,,,MTX7,
feature,CAMO_LEIBERMUSTER,ribeyrolles leibermuster,0,icon_camo_leibermuster,CAMO_LEIBERMUSTER_DESC,,,,,0,0,0,0,0,0,0,0,0x73E140,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7227,,,,,,MTX7,
feature,CAMO_CHEETAH,ribeyrolles leopard,0,icon_camo_leopard,CAMO_LEOPARD_DESC,,,,,0,0,0,0,0,0,0,0,0x73E1B0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7228,,,,,,MTX7,
feature,CAMO_M1916,ribeyrolles m1916,0,icon_camo_m1916,CAMO_M1916_DESC,,,,,0,0,0,0,0,0,0,0,0x73E1A0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7229,,,,,,MTX7,
feature,CAMO_OAKLEAF,ribeyrolles oakleaf,0,icon_camo_oakleaf,CAMO_OAKLEAF_DESC,,,,,0,0,0,0,0,0,0,0,0x73E160,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7231,,,,,,MTX7,
feature,CAMO_PALMTREE,ribeyrolles palmtree,0,icon_camo_palmtree,CAMO_PALMTREE_DESC,,,,,0,0,0,0,0,0,0,0,0x73E170,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7232,,,,,,MTX7,
feature,CAMO_PANZER,ribeyrolles panzer,0,icon_camo_panzer,CAMO_PANZER_DESC,,,,,0,0,0,0,0,0,0,0,0x73E190,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7233,,,,,,MTX7,
feature,CAMO_PEAPATTERN,ribeyrolles peapattern,0,icon_camo_peapattern,CAMO_PEAPATTERN_DESC,,,,,0,0,0,0,0,0,0,0,0x73E150,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7234,,,,,,MTX7,
feature,CAMO_PLANETREE,ribeyrolles planetree,0,icon_camo_planetree,CAMO_PLANETREE_DESC,,,,,0,0,0,0,0,0,0,0,0x73E180,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7235,,,,,,MTX7,
feature,CAMO_SNOW,ribeyrolles snow,0,icon_camo_snow,CAMO_SNOW_DESC,,,,,0,0,0,0,0,0,0,0,0x73E1C0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,7237,,,,,,MTX7,
feature,CAMO_BROWNSPOT,sdk brownspot,0,icon_camo_brownspot,CAMO_BROWNSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x750120,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9852,,,,,,MTX9,
feature,CAMO_GREENSPOT,sdk greenspot,0,icon_camo_greenspot,CAMO_GREENSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x750110,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9853,,,,,,MTX9,
feature,CAMO_HEERES,sdk heeres,0,icon_camo_heeres,CAMO_HEERES_DESC,,,,,0,0,0,0,0,0,0,0,0x750130,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9854,,,,,,MTX9,
feature,CAMO_LEIBERMUSTER,sdk leibermuster,0,icon_camo_leibermuster,CAMO_LEIBERMUSTER_DESC,,,,,0,0,0,0,0,0,0,0,0x750140,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9855,,,,,,MTX9,
feature,CAMO_CHEETAH,sdk leopard,0,icon_camo_leopard,CAMO_LEOPARD_DESC,,,,,0,0,0,0,0,0,0,0,0x7501B0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9856,,,,,,MTX9,
feature,CAMO_M1916,sdk m1916,0,icon_camo_m1916,CAMO_M1916_DESC,,,,,0,0,0,0,0,0,0,0,0x7501A0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9857,,,,,,MTX9,
feature,CAMO_OAKLEAF,sdk oakleaf,0,icon_camo_oakleaf,CAMO_OAKLEAF_DESC,,,,,0,0,0,0,0,0,0,0,0x750160,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9858,,,,,,MTX9,
feature,CAMO_PALMTREE,sdk palmtree,0,icon_camo_palmtree,CAMO_PALMTREE_DESC,,,,,0,0,0,0,0,0,0,0,0x750170,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9859,,,,,,MTX9,
feature,CAMO_PANZER,sdk panzer,0,icon_camo_panzer,CAMO_PANZER_DESC,,,,,0,0,0,0,0,0,0,0,0x750190,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9860,,,,,,MTX9,
feature,CAMO_PEAPATTERN,sdk peapattern,0,icon_camo_peapattern,CAMO_PEAPATTERN_DESC,,,,,0,0,0,0,0,0,0,0,0x750150,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9861,,,,,,MTX9,
feature,CAMO_PLANETREE,sdk planetree,0,icon_camo_planetree,CAMO_PLANETREE_DESC,,,,,0,0,0,0,0,0,0,0,0x750180,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9862,,,,,,MTX9,
feature,CAMO_SNOW,sdk snow,0,icon_camo_snow,CAMO_SNOW_DESC,,,,,0,0,0,0,0,0,0,0,0x7501C0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,9864,,,,,,MTX9,
feature,CAMO_BROWNSPOT,shovel brownspot,0,icon_camo_brownspot,CAMO_BROWNSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x72E120,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,767,,,,,,Gold,
feature,CAMO_GREENSPOT,shovel greenspot,0,icon_camo_greenspot,CAMO_GREENSPOT_DESC,,,,,0,0,0,0,0,0,0,0,0x72E110,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,768,,,,,,Gold,
feature,CAMO_HEERES,shovel heeres,0,icon_camo_heeres,CAMO_HEERES_DESC,,,,,0,0,0,0,0,0,0,0,0x72E130,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,769,,,,,,Gold,
feature,CAMO_LEIBERMUSTER,shovel leibermuster,0,icon_camo_leibermuster,CAMO_LEIBERMUSTER_DESC,,,,,0,0,0,0,0,0,0,0,0x72E140,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,770,,,,,,Gold,
feature,CAMO_CHEETAH,shovel leopard,0,icon_camo_leopard,CAMO_LEOPARD_DESC,,,,,0,0,0,0,0,0,0,0,0x72E1B0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,771,,,,,,Gold,
feature,CAMO_M1916,shovel m1916,0,icon_camo_m1916,CAMO_M1916_DESC,,,,,0,0,0,0,0,0,0,0,0x72E1A0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,772,,,,,,Gold,
feature,CAMO_OAKLEAF,shovel oakleaf,0,icon_camo_oakleaf,CAMO_OAKLEAF_DESC,,,,,0,0,0,0,0,0,0,0,0x72E160,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,773,,,,,,Gold,
feature,CAMO_PALMTREE,shovel palmtree,0,icon_camo_palmtree,CAMO_PALMTREE_DESC,,,,,0,0,0,0,0,0,0,0,0x72E170,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,774,,,,,,Gold,
feature,CAMO_PANZER,shovel panzer,0,icon_camo_panzer,CAMO_PANZER_DESC,,,,,0,0,0,0,0,0,0,0,0x72E190,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,775,,,,,,Gold,
feature,CAMO_PEAPATTERN,shovel peapattern,0,icon_camo_peapattern,CAMO_PEAPATTERN_DESC,,,,,0,0,0,0,0,0,0,0,0x72E150,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,776,,,,,,Gold,
feature,CAMO_PLANETREE,shovel planetree,0,icon_camo_planetree,CAMO_PLANETREE_DESC,,,,,0,0,0,0,0,0,0,0,0x72E180,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,777,,,,,,Gold,
feature,CAMO_SNOW,shovel snow,0,icon_camo_snow,CAMO_SNOW_DESC,,,,,0,0,0,0,0,0,0,0,0x72E1C0,,X,,0,,0,0,,,,0,,,,,1,,1,,,,,,0,0,0,0,,,0,0,779,,,,,,Gold,
feature,DEVONLY_NOTINBUILD_COUPON_2,sku_coupon_checkmate_1,0,,,,,,,0,0,0,0,0,0,0,0,0x800265,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,13306,,,,,,MTX10,
feature,DEVONLY_NOTINBUILD_COUPON_3,sku_coupon_checkmate_2,0,,,,,,,0,0,0,0,0,0,0,0,0x800266,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,13307,,,,,,MTX10,
feature,DEVONLY_NOTINBUILD_COUPON_4,sku_coupon_checkmate_3,0,,,,,,,0,0,0,0,0,0,0,0,0x800267,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,13308,,,,,,MTX10,
feature,DEVONLY_NOTINBUILD_COUPON_5,sku_coupon_checkmate_4,0,,,,,,,0,0,0,0,0,0,0,0,0x800268,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,13309,,,,,,MTX10,
feature,DEVONLY_NOTINBUILD_COUPON_1,sku_coupon_death_wing,0,,,,,,,0,0,0,0,0,0,0,0,0x800264,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,13310,,,,,,MTX10,
feature,DEVONLY_NOTINBUILD_LIMITER_20_RSD,sku_limiter_20rsd,0,,,,,,,0,0,0,0,0,0,0,0,0x80010D,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,7710,,,,,,MTX4,
feature,DEVONLY_NOTINBUILD_LIMITER_AIRBORNE_BUNDLE,sku_limiter_airborne_bundle,0,,,,,,,0,0,0,0,0,0,0,0,0x8001A3,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,11123,,,,,,MTX5,
feature,DEVONLY_NOTINBUILD_LIMITER_ARMORED_BUNDLE,sku_limiter_armored_bundle,0,,,,,,,0,0,0,0,0,0,0,0,0x8001B4,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,11124,,,,,,MTX6,
feature,DEVONLY_NOTINBUILD_LIMITER_BIGBUNDLE,sku_limiter_bigbundle,0,,,,,,,0,0,0,0,0,0,0,0,0x800102,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,6269,,,,,,MTX3_5,
feature,DEVONLY_NOTINBUILD_LIMITER_BUNDLE_50_2,sku_limiter_bigbundle_2,0,,,,,,,0,0,0,0,0,0,0,0,0x800141,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,8270,,,,,,MTX4,
feature,DEVONLY_NOTINBUILD_LIMITER_BUNDLE_50_3,sku_limiter_bigbundle_3,0,,,,,,,0,0,0,0,0,0,0,0,0x800259,,,,0,,1,0,,,,0,,,,1,1,1,,,,,,,0,0,0,0,,,0,0,13014,,,,,,MTX9,
