model,category,-idIndex,primaryid,collision,transient override,-lobmodel,viewmodel,-worldmat,-viewmat,group1,group2,group3,group4,group5,group6,group7,group8,productionLevel,
aus_esc_alfakey_hat_base,hat,,40,0,hat,,,,,alfakey,,,,,,,,,
aus_esc_clark_hat_base,hat,,40,0,hat,,,,,clark,,,,,,,,,
aus_esc_elliot_hat_base,hat,,40,0,hat,,,,,elliot,,,,,,,,,
aus_esc_habhab_hat_base,hat,,40,0,hat,,,,,habhab,,,,,,,,,
aus_esc_joyce_hat_base,hat,,40,0,hat,,,,,joyce,,,,,,,,,
aus_esc_king_hat_base,hat,,40,0,hat,,,,,king,,,,,,,,,
aus_esc_mano_hat_base,hat,,40,0,hat,,,,,mano,,,,,,,,,
aus_esc_nguyen_hat_base,hat,,40,0,hat,,,,,nguyen,,,,,,,,,
aus_esc_silva_hat_base,hat,,40,0,hat,,,,,silva,,,,,,,,,
aus_esc_starcher_hat_base,hat,,40,0,hat,,,,,starcher,,,,,,,,,
aus_esc_tab_hat_base,hat,,40,0,hat,,,,,tab,,,,,,,,,
aus_esc_younger_hat_base,hat,,40,0,hat,,,,,younger,,,,,,,,,
usa_esc_alfakey_m1assault_base,hat,,41,0,hat,,,,,alfakey,,,,,,,,,
usa_esc_clark_m1assault_base,hat,,41,0,hat,,,,,clark,,,,,,,,,
usa_esc_elliot_m1assault_base,hat,,41,0,hat,,,,,elliot,,,,,,,,,
usa_esc_habhab_m1assault_base,hat,,41,0,hat,,,,,habhab,,,,,,,,,
usa_esc_joyce_m1assault_base,hat,,41,0,hat,,,,,joyce,,,,,,,,,
usa_esc_king_m1assault_base,hat,,41,0,hat,,,,,king,,,,,,,,,
usa_esc_mano_m1assault_base,hat,,41,0,hat,,,,,mano,,,,,,,,,
usa_esc_nguyen_m1assault_base,hat,,41,0,hat,,,,,nguyen,,,,,,,,,
usa_esc_silva_m1assault_base,hat,,41,0,hat,,,,,silva,,,,,,,,,
usa_esc_starcher_m1assault_base,hat,,41,0,hat,,,,,starcher,,,,,,,,,
usa_esc_tab_m1assault_base,hat,,41,0,hat,,,,,tab,,,,,,,,,
usa_esc_younger_m1assault_base,hat,,41,0,hat,,,,,younger,,,,,,,,,
eng_butch_silva_beret_base,hat,,42,0,hat,,,,,silva,,,,,,,,,
eng_butch_king_beret_base,hat,,42,0,hat,,,,,king,,,,,,,,,
eng_butch_habhab_beret_base,hat,,42,0,hat,,,,,habhab,,,,,,,,,
eng_butch_younger_beret_base,hat,,42,0,hat,,,,,younger,,,,,,,,,
eng_butch_starcher_beret_base,hat,,42,0,hat,,,,,starcher,,,,,,,,,
eng_butch_clark_beret_base,hat,,42,0,hat,,,,,clark,,,,,,,,,
eng_butch_mano_beret_base,hat,,42,0,hat,,,,,mano,,,,,,,,,
eng_butch_elliot_beret_base,hat,,42,0,hat,,,,,elliot,,,,,,,,,
eng_butch_nguyen_beret_base,hat,,42,0,hat,,,,,nguyen,,,,,,,,,
eng_butch_alfakey_beret_base,hat,,42,0,hat,,,,,alfakey,,,,,,,,,
eng_butch_tab_beret_base,hat,,42,0,hat,,,,,tab,,,,,,,,,
eng_butch_joyce_beret_base,hat,,42,0,hat,,,,,joyce,,,,,,,,,
zmp_mountaineer_silva_hat_base,hat,,43,0,hat,,,,,silva,,,,,,,,,
zmp_mountaineer_king_hat_base,hat,,43,0,hat,,,,,king,,,,,,,,,
zmp_mountaineer_habhab_hat_base,hat,,43,0,hat,,,,,habhab,,,,,,,,,
zmp_mountaineer_younger_hat_base,hat,,43,0,hat,,,,,younger,,,,,,,,,
zmp_mountaineer_starcher_hat_base,hat,,43,0,hat,,,,,starcher,,,,,,,,,
zmp_mountaineer_clark_hat_base,hat,,43,0,hat,,,,,clark,,,,,,,,,
zmp_mountaineer_mano_hat_base,hat,,43,0,hat,,,,,mano,,,,,,,,,
zmp_mountaineer_elliot_hat_base,hat,,43,0,hat,,,,,elliot,,,,,,,,,
zmp_mountaineer_nguyen_hat_base,hat,,43,0,hat,,,,,nguyen,,,,,,,,,
zmp_mountaineer_alfakey_hat_base,hat,,43,0,hat,,,,,alfakey,,,,,,,,,
zmp_mountaineer_joyce_hat_base,hat,,43,0,hat,,,,,joyce,,,,,,,,,
zmp_mountaineer_tab_hat_base,hat,,43,0,hat,,,,,tab,,,,,,,,,
zmp_hunter_silva_hat_base,hat,,44,0,hat,,,,,silva,,,,,,,,,
zmp_hunter_king_hat_base,hat,,44,0,hat,,,,,king,,,,,,,,,
zmp_hunter_habhab_hat_base,hat,,44,0,hat,,,,,habhab,,,,,,,,,
zmp_hunter_younger_hat_base,hat,,44,0,hat,,,,,younger,,,,,,,,,
zmp_hunter_starcher_hat_base,hat,,44,0,hat,,,,,starcher,,,,,,,,,
zmp_hunter_clark_hat_base,hat,,44,0,hat,,,,,clark,,,,,,,,,
zmp_hunter_mano_hat_base,hat,,44,0,hat,,,,,mano,,,,,,,,,
zmp_hunter_elliot_hat_base,hat,,44,0,hat,,,,,elliot,,,,,,,,,
zmp_hunter_nguyen_hat_base,hat,,44,0,hat,,,,,nguyen,,,,,,,,,
zmp_hunter_alfakey_hat_base,hat,,44,0,hat,,,,,alfakey,,,,,,,,,
zmp_hunter_joyce_hat_base,hat,,44,0,hat,,,,,joyce,,,,,,,,,
zmp_hunter_tab_hat_base,hat,,44,0,hat,,,,,tab,,,,,,,,,
zmp_urbsurvivor_silva_hat_base,hat,,45,0,hat,,,,,silva,,,,,,,,,
zmp_urbsurvivor_king_hat_base,hat,,45,0,hat,,,,,king,,,,,,,,,
zmp_urbsurvivor_habhab_hat_base,hat,,45,0,hat,,,,,habhab,,,,,,,,,
zmp_urbsurvivor_younger_hat_base,hat,,45,0,hat,,,,,younger,,,,,,,,,
zmp_urbsurvivor_starcher_hat_base,hat,,45,0,hat,,,,,starcher,,,,,,,,,
zmp_urbsurvivor_clark_hat_base,hat,,45,0,hat,,,,,clark,,,,,,,,,
zmp_urbsurvivor_mano_hat_base,hat,,45,0,hat,,,,,mano,,,,,,,,,
zmp_urbsurvivor_elliot_hat_base,hat,,45,0,hat,,,,,elliot,,,,,,,,,
zmp_urbsurvivor_nguyen_hat_base,hat,,45,0,hat,,,,,nguyen,,,,,,,,,
zmp_urbsurvivor_alfakey_hat_base,hat,,45,0,hat,,,,,alfakey,,,,,,,,,
zmp_urbsurvivor_joyce_hat_base,hat,,45,0,hat,,,,,joyce,,,,,,,,,
zmp_urbsurvivor_tab_hat_base,hat,,45,0,hat,,,,,tab,,,,,,,,,
zmp_assassin_silva_hat_base,hat,,46,0,hat,,,,,silva,,,,,,,,,
zmp_assassin_king_hat_base,hat,,46,0,hat,,,,,king,,,,,,,,,
zmp_assassin_habhab_hat_base,hat,,46,0,hat,,,,,habhab,,,,,,,,,
zmp_assassin_younger_hat_base,hat,,46,0,hat,,,,,younger,,,,,,,,,
zmp_assassin_starcher_hat_base,hat,,46,0,hat,,,,,starcher,,,,,,,,,
zmp_assassin_clark_hat_base,hat,,46,0,hat,,,,,clark,,,,,,,,,
zmp_assassin_mano_hat_base,hat,,46,0,hat,,,,,mano,,,,,,,,,
zmp_assassin_elliot_hat_base,hat,,46,0,hat,,,,,elliot,,,,,,,,,
zmp_assassin_nguyen_hat_base,hat,,46,0,hat,,,,,nguyen,,,,,,,,,
zmp_assassin_alfakey_hat_base,hat,,46,0,hat,,,,,alfakey,,,,,,,,,
zmp_assassin_tab_hat_base,hat,,46,0,hat,,,,,tab,,,,,,,,,
zmp_assassin_joyce_hat_base,hat,,46,0,hat,,,,,joyce,,,,,,,,,
eng_monty_alfakey_beret_base,hat,,47,0,hat,,,,,alfakey,,,,,,,,,
eng_monty_clark_beret_base,hat,,47,0,hat,,,,,clark,,,,,,,,,
eng_monty_elliot_beret_base,hat,,47,0,hat,,,,,elliot,,,,,,,,,
eng_monty_habhab_beret_base,hat,,47,0,hat,,,,,habhab,,,,,,,,,
eng_monty_joyce_beret_base,hat,,47,0,hat,,,,,joyce,,,,,,,,,
eng_monty_king_beret_base,hat,,47,0,hat,,,,,king,,,,,,,,,
eng_monty_mano_beret_base,hat,,47,0,hat,,,,,mano,,,,,,,,,
eng_monty_nguyen_beret_base,hat,,47,0,hat,,,,,nguyen,,,,,,,,,
eng_monty_silva_beret_base,hat,,47,0,hat,,,,,silva,,,,,,,,,
eng_monty_starcher_beret_base,hat,,47,0,hat,,,,,starcher,,,,,,,,,
eng_monty_tab_beret_base,hat,,47,0,hat,,,,,tab,,,,,,,,,
eng_monty_younger_beret_base,hat,,47,0,hat,,,,,younger,,,,,,,,,
usa_silva_m8helmet_base,hat,,48,0,hat,,,,,female,,,,,,,,,
usa_king_m8helmet_base,hat,,48,0,hat,,,,,!female,,,,,,,,,
pol_medic_silva_hat_base,hat,,49,0,hat,,,,,silva,,,,,,,,,
pol_medic_king_hat_base,hat,,49,0,hat,,,,,king,,,,,,,,,
pol_medic_habhab_hat_base,hat,,49,0,hat,,,,,habhab,,,,,,,,,
pol_medic_younger_hat_base,hat,,49,0,hat,,,,,younger,,,,,,,,,
pol_medic_starcher_hat_base,hat,,49,0,hat,,,,,starcher,,,,,,,,,
pol_medic_clark_hat_base,hat,,49,0,hat,,,,,clark,,,,,,,,,
pol_medic_mano_hat_base,hat,,49,0,hat,,,,,mano,,,,,,,,,
pol_medic_elliot_hat_base,hat,,49,0,hat,,,,,elliot,,,,,,,,,
pol_medic_nguyen_hat_base,hat,,49,0,hat,,,,,nguyen,,,,,,,,,
pol_medic_alfakey_hat_base,hat,,49,0,hat,,,,,alfakey,,,,,,,,,
pol_medic_tab_hat_base,hat,,49,0,hat,,,,,tab,,,,,,,,,
pol_medic_joyce_hat_base,hat,,49,0,hat,,,,,joyce,,,,,,,,,
aus_cavalry_alfakey_helmet_base,hat,,50,0,hat,,,,,alfakey,,,,,,,,,
aus_cavalry_clark_helmet_base,hat,,50,0,hat,,,,,clark,,,,,,,,,
aus_cavalry_elliot_helmet_base,hat,,50,0,hat,,,,,elliot,,,,,,,,,
aus_cavalry_habhab_helmet_base,hat,,50,0,hat,,,,,habhab,,,,,,,,,
aus_cavalry_joyce_helmet_base,hat,,50,0,hat,,,,,joyce,,,,,,,,,
aus_cavalry_king_helmet_base,hat,,50,0,hat,,,,,king,,,,,,,,,
aus_cavalry_mano_helmet_base,hat,,50,0,hat,,,,,mano,,,,,,,,,
aus_cavalry_nguyen_helmet_base,hat,,50,0,hat,,,,,nguyen,,,,,,,,,
aus_cavalry_silva_helmet_base,hat,,50,0,hat,,,,,silva,,,,,,,,,
aus_cavalry_starcher_helmet_base,hat,,50,0,hat,,,,,starcher,,,,,,,,,
aus_cavalry_tab_helmet_base,hat,,50,0,hat,,,,,tab,,,,,,,,,
aus_cavalry_younger_helmet_base,hat,,50,0,hat,,,,,younger,,,,,,,,,
rus_hat_alfakey_cossack_base,hat,,51,0,hat,,,,,alfakey,,,,,,,,,
rus_hat_clark_cossack_base,hat,,51,0,hat,,,,,clark,,,,,,,,,
rus_hat_elliot_cossack_base,hat,,51,0,hat,,,,,elliot,,,,,,,,,
rus_hat_habhab_cossack_base,hat,,51,0,hat,,,,,habhab,,,,,,,,,
rus_hat_joyce_cossack_base,hat,,51,0,hat,,,,,joyce,,,,,,,,,
rus_hat_king_cossack_base,hat,,51,0,hat,,,,,king,,,,,,,,,
rus_hat_mano_cossack_base,hat,,51,0,hat,,,,,mano,,,,,,,,,
rus_hat_nguyen_cossack_base,hat,,51,0,hat,,,,,nguyen,,,,,,,,,
rus_hat_silva_cossack_base,hat,,51,0,hat,,,,,silva,,,,,,,,,
rus_hat_starcher_cossack_base,hat,,51,0,hat,,,,,starcher,,,,,,,,,
rus_hat_tab_cossack_base,hat,,51,0,hat,,,,,tab,,,,,,,,,
rus_hat_younger_cossack_base,hat,,51,0,hat,,,,,younger,,,,,,,,,
aus_semi_military_alfakey_hat_base,hat,,52,0,hat,,,,,alfakey,,,,,,,,,
aus_semi_military_clark_hat_base,hat,,52,0,hat,,,,,clark,,,,,,,,,
aus_semi_military_elliot_hat_base,hat,,52,0,hat,,,,,elliot,,,,,,,,,
aus_semi_military_habhab_hat_base,hat,,52,0,hat,,,,,habhab,,,,,,,,,
aus_semi_military_joyce_hat_base,hat,,52,0,hat,,,,,joyce,,,,,,,,,
aus_semi_military_king_hat_base,hat,,52,0,hat,,,,,king,,,,,,,,,
aus_semi_military_mano_hat_base,hat,,52,0,hat,,,,,mano,,,,,,,,,
aus_semi_military_nguyen_hat_base,hat,,52,0,hat,,,,,nguyen,,,,,,,,,
aus_semi_military_silva_hat_base,hat,,52,0,hat,,,,,silva,,,,,,,,,
aus_semi_military_starcher_hat_base,hat,,52,0,hat,,,,,starcher,,,,,,,,,
aus_semi_military_tab_hat_base,hat,,52,0,hat,,,,,tab,,,,,,,,,
aus_semi_military_younger_hat_base,hat,,52,0,hat,,,,,younger,,,,,,,,,
eng_heavy_alfakey_cap_base,hat,,53,0,hat,,,,,alfakey,,,,,,,,,
eng_heavy_clark_cap_base,hat,,53,0,hat,,,,,clark,,,,,,,,,
eng_heavy_elliot_cap_base,hat,,53,0,hat,,,,,elliot,,,,,,,,,
eng_heavy_habhab_cap_base,hat,,53,0,hat,,,,,habhab,,,,,,,,,
eng_heavy_joyce_cap_base,hat,,53,0,hat,,,,,joyce,,,,,,,,,
eng_heavy_king_cap_base,hat,,53,0,hat,,,,,king,,,,,,,,,
eng_heavy_mano_cap_base,hat,,53,0,hat,,,,,mano,,,,,,,,,
eng_heavy_nguyen_cap_base,hat,,53,0,hat,,,,,nguyen,,,,,,,,,
eng_heavy_silva_cap_base,hat,,53,0,hat,,,,,silva,,,,,,,,,
eng_heavy_starcher_cap_base,hat,,53,0,hat,,,,,starcher,,,,,,,,,
eng_heavy_tab_cap_base,hat,,53,0,hat,,,,,tab,,,,,,,,,
eng_heavy_younger_cap_base,hat,,53,0,hat,,,,,younger,,,,,,,,,
usa_semi_military_silva_hat_base,hat,,54,0,hat,,,,,silva,,,,,,,,,
usa_semi_military_king_hat_base,hat,,54,0,hat,,,,,king,,,,,,,,,
usa_semi_military_habhab_hat_base,hat,,54,0,hat,,,,,habhab,,,,,,,,,
usa_semi_military_younger_hat_base,hat,,54,0,hat,,,,,younger,,,,,,,,,
usa_semi_military_starcher_hat_base,hat,,54,0,hat,,,,,starcher,,,,,,,,,
usa_semi_military_clark_hat_base,hat,,54,0,hat,,,,,clark,,,,,,,,,
usa_semi_military_mano_hat_base,hat,,54,0,hat,,,,,mano,,,,,,,,,
usa_semi_military_elliot_hat_base,hat,,54,0,hat,,,,,elliot,,,,,,,,,
usa_semi_military_nguyen_hat_base,hat,,54,0,hat,,,,,nguyen,,,,,,,,,
usa_semi_military_alfakey_hat_base,hat,,54,0,hat,,,,,alfakey,,,,,,,,,
usa_semi_military_tab_hat_base,hat,,54,0,hat,,,,,tab,,,,,,,,,
usa_semi_military_joyce_hat_base,hat,,54,0,hat,,,,,joyce,,,,,,,,,
eng_hat_alfakey_desert_base,hat,,55,0,hat,,,,,alfakey,,,,,,,,,
eng_hat_clark_desert_base,hat,,55,0,hat,,,,,clark,,,,,,,,,
eng_hat_elliot_desert_base,hat,,55,0,hat,,,,,elliot,,,,,,,,,
eng_hat_habhab_desert_base,hat,,55,0,hat,,,,,habhab,,,,,,,,,
eng_hat_joyce_desert_base,hat,,55,0,hat,,,,,joyce,,,,,,,,,
eng_hat_king_desert_base,hat,,55,0,hat,,,,,king,,,,,,,,,
eng_hat_mano_desert_base,hat,,55,0,hat,,,,,mano,,,,,,,,,
eng_hat_nguyen_desert_base,hat,,55,0,hat,,,,,nguyen,,,,,,,,,
eng_hat_silva_desert_base,hat,,55,0,hat,,,,,silva,,,,,,,,,
eng_hat_starcher_desert_base,hat,,55,0,hat,,,,,starcher,,,,,,,,,
eng_hat_tab_desert_base,hat,,55,0,hat,,,,,tab,,,,,,,,,
eng_hat_younger_desert_base,hat,,55,0,hat,,,,,younger,,,,,,,,,
eng_twitch_silva_hat_base,hat,,56,0,hat,,,,,silva,,,,,,,,,
eng_twitch_king_hat_base,hat,,56,0,hat,,,,,king,,,,,,,,,
eng_twitch_habhab_hat_base,hat,,56,0,hat,,,,,habhab,,,,,,,,,
eng_twitch_younger_hat_base,hat,,56,0,hat,,,,,younger,,,,,,,,,
eng_twitch_starcher_hat_base,hat,,56,0,hat,,,,,starcher,,,,,,,,,
eng_twitch_clark_hat_base,hat,,56,0,hat,,,,,clark,,,,,,,,,
eng_twitch_mano_hat_base,hat,,56,0,hat,,,,,mano,,,,,,,,,
eng_twitch_elliot_hat_base,hat,,56,0,hat,,,,,elliot,,,,,,,,,
eng_twitch_nguyen_hat_base,hat,,56,0,hat,,,,,nguyen,,,,,,,,,
eng_twitch_alfakey_hat_base,hat,,56,0,hat,,,,,alfakey,,,,,,,,,
eng_twitch_tab_hat_base,hat,,56,0,hat,,,,,tab,,,,,,,,,
eng_twitch_joyce_hat_base,hat,,56,0,hat,,,,,joyce,,,,,,,,,
usa_master_alfakey_helmet_base,hat,,57,0,hat,,,,,alfakey,,,,,,,,,
usa_master_clark_helmet_base,hat,,57,0,hat,,,,,clark,,,,,,,,,
usa_master_elliot_helmet_base,hat,,57,0,hat,,,,,elliot,,,,,,,,,
usa_master_habhab_helmet_base,hat,,57,0,hat,,,,,habhab,,,,,,,,,
usa_master_joyce_helmet_base,hat,,57,0,hat,,,,,joyce,,,,,,,,,
usa_master_king_helmet_base,hat,,57,0,hat,,,,,king,,,,,,,,,
usa_master_mano_helmet_base,hat,,57,0,hat,,,,,mano,,,,,,,,,
usa_master_nguyen_helmet_base,hat,,57,0,hat,,,,,nguyen,,,,,,,,,
usa_master_silva_helmet_base,hat,,57,0,hat,,,,,silva,,,,,,,,,
usa_master_starcher_helmet_base,hat,,57,0,hat,,,,,starcher,,,,,,,,,
usa_master_tab_helmet_base,hat,,57,0,hat,,,,,tab,,,,,,,,,
usa_master_younger_helmet_base,hat,,57,0,hat,,,,,younger,,,,,,,,,
eng_medic_alfakey_helmet_base,hat,,58,0,hat,,,,,alfakey,,,,,,,,,
eng_medic_clark_helmet_base,hat,,58,0,hat,,,,,clark,,,,,,,,,
eng_medic_elliot_helmet_base,hat,,58,0,hat,,,,,elliot,,,,,,,,,
eng_medic_habhab_helmet_base,hat,,58,0,hat,,,,,habhab,,,,,,,,,
eng_medic_joyce_helmet_base,hat,,58,0,hat,,,,,joyce,,,,,,,,,
eng_medic_king_helmet_base,hat,,58,0,hat,,,,,king,,,,,,,,,
eng_medic_mano_helmet_base,hat,,58,0,hat,,,,,mano,,,,,,,,,
eng_medic_nguyen_helmet_base,hat,,58,0,hat,,,,,nguyen,,,,,,,,,
eng_medic_silva_helmet_base,hat,,58,0,hat,,,,,silva,,,,,,,,,
eng_medic_starcher_helmet_base,hat,,58,0,hat,,,,,starcher,,,,,,,,,
eng_medic_tab_helmet_base,hat,,58,0,hat,,,,,tab,,,,,,,,,
eng_medic_younger_helmet_base,hat,,58,0,hat,,,,,younger,,,,,,,,,
usa_grim_alfakey_hood_base,hat,,62,0,hat,,,,,alfakey,,,,,,,,,
usa_grim_king_hood_base,hat,,62,0,hat,,,,,king,,,,,,,,,
usa_grim_habhab_hood_base,hat,,62,0,hat,,,,,habhab,,,,,,,,,
usa_grim_younger_hood_base,hat,,62,0,hat,,,,,younger,,,,,,,,,
usa_grim_starcher_hood_base,hat,,62,0,hat,,,,,starcher,,,,,,,,,
usa_grim_clark_hood_base,hat,,62,0,hat,,,,,clark,,,,,,,,,
usa_grim_mano_hood_base,hat,,62,0,hat,,,,,mano,,,,,,,,,
usa_grim_elliot_hood_base,hat,,62,0,hat,,,,,elliot,,,,,,,,,
usa_grim_nguyen_hood_base,hat,,62,0,hat,,,,,nguyen,,,,,,,,,
usa_grim_tab_hood_base,hat,,62,0,hat,,,,,tab,,,,,,,,,
usa_grim_joyce_hood_base,hat,,62,0,hat,,,,,joyce,,,,,,,,,
usa_grim_silva_hood_base,hat,,62,0,hat,,,,,silva,,,,,,,,,
usa_sca_younger_hat_base,hat,,63,0,hat,,,,,younger,,,,,,,,,
usa_sca_alfakey_hat_base,hat,,63,0,hat,,,,,alfakey,,,,,,,,,
usa_sca_clark_hat_base,hat,,63,0,hat,,,,,clark,,,,,,,,,
usa_sca_elliot_hat_base,hat,,63,0,hat,,,,,elliot,,,,,,,,,
usa_sca_habhab_hat_base,hat,,63,0,hat,,,,,habhab,,,,,,,,,
usa_sca_joyce_hat_base,hat,,63,0,hat,,,,,joyce,,,,,,,,,
usa_sca_king_hat_base,hat,,63,0,hat,,,,,king,,,,,,,,,
usa_sca_mano_hat_base,hat,,63,0,hat,,,,,mano,,,,,,,,,
usa_sca_nguyen_hat_base,hat,,63,0,hat,,,,,nguyen,,,,,,,,,
usa_sca_silva_hat_base,hat,,63,0,hat,,,,,silva,,,,,,,,,
usa_sca_starcher_hat_base,hat,,63,0,hat,,,,,starcher,,,,,,,,,
usa_sca_tab_hat_base,hat,,63,0,hat,,,,,tab,,,,,,,,,
usa_king_m1helmet_pre,hat,,229,0,hat,,,,,!female,,,,,,,,,
usa_silva_m1helmet_pre,hat,,229,0,hat,,,,,female,,,,,,,,,
usa_king_m1helmet_code,hat,,256,0,hat,,,,,!female,,,,,,,,,
usa_silva_m1helmet_code,hat,,256,0,hat,,,,,female,,,,,,,,,
usa_m_m1helmet_beta,hat,,257,0,hat,,,,,!female,,,,,,,,,
usa_f_m1helmet_beta,hat,,257,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r1_org1,hat,,258,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r1_org1,hat,,258,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r2_org1,hat,,259,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r2_org1,hat,,259,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r3_org1,hat,,260,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r3_org1,hat,,260,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r4_org1,hat,,261,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r4_org1,hat,,261,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r5_org1,hat,,262,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r5_org1,hat,,262,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r6_org1,hat,,263,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r6_org1,hat,,263,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r7_org1,hat,,264,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r7_org1,hat,,264,0,hat,,,,,female,,,,,,,,,
usa_m_rankedhelm_r8_org1,hat,,265,0,hat,,,,,!female,,,,,,,,,
usa_f_rankedhelm_r8_org1,hat,,265,0,hat,,,,,female,,,,,,,,,
usa_m_m1helmet_sp,hat,,266,0,hat,,,,,!female,,,,,,,,,
usa_f_m1helmet_sp,hat,,266,0,hat,,,,,female,,,,,,,,,
ger_m_m40helmet_zom,hat,,267,0,hat,,,,,!female,,,,,,,,,
ger_f_m40helmet_zom,hat,,267,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_one,hat,,268,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_one,hat,,268,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_two,hat,,269,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_two,hat,,269,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_three,hat,,270,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_three,hat,,270,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_four,hat,,271,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_four,hat,,271,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_five,hat,,272,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_five,hat,,272,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_six,hat,,273,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_six,hat,,273,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_seven,hat,,274,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_seven,hat,,274,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_eight,hat,,275,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_eight,hat,,275,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_nine,hat,,276,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_nine,hat,,276,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_ten,hat,,277,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_ten,hat,,277,0,hat,,,,,female,,,,,,,,,
usa_m_prestigehelm_eleven,hat,,278,0,hat,,,,,!female,,,,,,,,,
usa_f_prestigehelm_eleven,hat,,278,0,hat,,,,,female,,,,,,,,,
eng_alfakey_paraberet_sh,hat,,279,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_paraberet_sh,hat,,279,0,hat,,,,,silva,,,,,,,,,
eng_king_paraberet_sh,hat,,279,0,hat,,,,,king,,,,,,,,,
eng_habhab_paraberet_sh,hat,,279,0,hat,,,,,habhab,,,,,,,,,
eng_younger_paraberet_sh,hat,,279,0,hat,,,,,younger,,,,,,,,,
eng_starcher_paraberet_sh,hat,,279,0,hat,,,,,starcher,,,,,,,,,
eng_clark_paraberet_sh,hat,,279,0,hat,,,,,clark,,,,,,,,,
eng_mano_paraberet_sh,hat,,279,0,hat,,,,,mano,,,,,,,,,
eng_elliot_paraberet_sh,hat,,279,0,hat,,,,,elliot,,,,,,,,,
eng_nguyen_paraberet_sh,hat,,279,0,hat,,,,,nguyen,,,,,,,,,
eng_tab_paraberet_sh,hat,,279,0,hat,,,,,tab,,,,,,,,,
eng_joyce_paraberet_sh,hat,,279,0,hat,,,,,joyce,,,,,,,,,
net_alfakey_m34helmet_sh,hat,,280,0,hat,,,,,alfakey,,,,,,,,,
net_silva_m34helmet_sh,hat,,280,0,hat,,,,,silva,,,,,,,,,
net_king_m34helmet_sh,hat,,280,0,hat,,,,,king,,,,,,,,,
net_habhab_m34helmet_sh,hat,,280,0,hat,,,,,habhab,,,,,,,,,
net_younger_m34helmet_sh,hat,,280,0,hat,,,,,younger,,,,,,,,,
net_starcher_m34helmet_sh,hat,,280,0,hat,,,,,starcher,,,,,,,,,
net_clark_m34helmet_sh,hat,,280,0,hat,,,,,clark,,,,,,,,,
net_mano_m34helmet_sh,hat,,280,0,hat,,,,,mano,,,,,,,,,
net_elliot_m34helmet_sh,hat,,280,0,hat,,,,,elliot,,,,,,,,,
net_nguyen_m34helmet_sh,hat,,280,0,hat,,,,,nguyen,,,,,,,,,
net_tab_m34helmet_sh,hat,,280,0,hat,,,,,tab,,,,,,,,,
net_joyce_m34helmet_sh,hat,,280,0,hat,,,,,joyce,,,,,,,,,
fra_f_m26helm_sh,hat,,281,0,hat,,,,,female,,,,,,,,,
fra_m_m26helm_sh,hat,,281,0,hat,,,,,!female,,,,,,,,,
eng_alfakey_atscap_sh,hat,,282,0,hat,,,,,alfakey,,,,,,,,,
eng_silva_atscap_sh,hat,,282,0,hat,,,,,silva,,,,,,,,,
eng_king_atscap_sh,hat,,282,0,hat,,,,,king,,,,,,,,,
eng_habhab_atscap_sh,hat,,282,0,hat,,,,,habhab,,,,,,,,,
eng_younger_atscap_sh,hat,,282,0,hat,,,,,younger,,,,,,,,,
eng_starcher_atscap_sh,hat,,282,0,hat,,,,,starcher,,,,,,,,,
eng_clark_atscap_sh,hat,,282,0,hat,,,,,clark,,,,,,,,,
