col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,
ch_camoT2_maindivision_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_M30,,1,camo_total_mastery,0,ch_camo_m30_mp,,50,2000,,,,,,,,,,,,,,,,,1184,,,,,,,,,,,,,,,ch_camo_mastery_m30_mp,,,,,,
ch_camoT2_altdivision_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_M30,,1,camo_total_mastery,0,ch_camo_m30_mp,,50,2000,,,,,,,,,,,,,,,,,1285,,,,,,,,,,,,,,,ch_camo_mastery_m30_mp,,,,,,
ch_camoT2_doublekill_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_M30,,1,camo_total_mastery,0,ch_camo_m30_mp,,5,2000,,,,,,,,,,,,,,,,,1286,,,,,,,,,,,,,,,ch_camo_mastery_m30_mp,,,,,,
ch_camoT2_killstreak5_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_M30,,1,camo_total_mastery,0,ch_camo_m30_mp,,5,2000,,,,,,,,,,,,,,,,,1287,,,,,,,,,,,,,,,ch_camo_mastery_m30_mp,,,,,,
ch_camo_mastery_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_M30,,1,camo_total_mastery,0,ch_camo_m30_mp,,6,5000,,,,,,,,,,,,,,,,,1288,,,,,,,,,,,,,,,ch_camo_mastery_shotgun,,,,,,
ch_camoT3_doublekill_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_M30,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8223,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_m30_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_TRIPLEKILL_M30,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8224,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_mastery_shotgun,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_CLASS_SHOTGUN,,1,camo_total_mastery,0,,,4,10000,,,,,,,,,,,,,,,,,473,,,,,,,,,,,,,,,ch_camo_mastery,,,,,,
ch_camo_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KARABIN_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1131,,,,,,,,,,,,,,,ch_camo_mastery_karabin_mp,,,,,,
ch_camoT2_revenge_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_KARABIN_DESC,,1,camo_total_mastery,0,ch_camo_karabin_mp,,10,2000,,,,,,,,,,,,,,,,,1156,,,,,,,,,,,,,,,ch_camo_mastery_karabin_mp,,,,,,
ch_camoT2_maindivision_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_KARABIN,,1,camo_total_mastery,0,ch_camo_karabin_mp,,50,2000,,,,,,,,,,,,,,,,,1185,,,,,,,,,,,,,,,ch_camo_mastery_karabin_mp,,,,,,
ch_camoT2_altdivision_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_KARABIN,,1,camo_total_mastery,0,ch_camo_karabin_mp,,50,2000,,,,,,,,,,,,,,,,,1289,,,,,,,,,,,,,,,ch_camo_mastery_karabin_mp,,,,,,
ch_camoT2_doublekill_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_KARABIN,,1,camo_total_mastery,0,ch_camo_karabin_mp,,5,2000,,,,,,,,,,,,,,,,,1290,,,,,,,,,,,,,,,ch_camo_mastery_karabin_mp,,,,,,
ch_camoT2_killstreak5_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_KARABIN,,1,camo_total_mastery,0,ch_camo_karabin_mp,,5,2000,,,,,,,,,,,,,,,,,1291,,,,,,,,,,,,,,,ch_camo_mastery_karabin_mp,,,,,,
ch_camo_mastery_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_KARABIN,,1,camo_total_mastery,0,ch_camo_karabin_mp,,6,5000,,,,,,,,,,,,,,,,,1292,,,,,,,,,,,,,,,ch_camo_mastery_sniper,,,,,,
ch_camoT3_doublekill_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_KARABIN,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8225,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_headshot_karabin_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_HEADSHOT_KARABIN,,1,camo_total_mastery,0,,,100,2000,,,,,,,,,,,,,,,,,8226,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_LEEENFIELD_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1132,,,,,,,,,,,,,,,ch_camo_mastery_leeenfield_mp,,,,,,
ch_camoT2_revenge_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_LEEENFIELD_DESC,,1,camo_total_mastery,0,ch_camo_leeenfield_mp,,10,2000,,,,,,,,,,,,,,,,,1157,,,,,,,,,,,,,,,ch_camo_mastery_leeenfield_mp,,,,,,
ch_camoT2_maindivision_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_LEEENFIELD,,1,camo_total_mastery,0,ch_camo_leeenfield_mp,,50,2000,,,,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,ch_camo_mastery_leeenfield_mp,,,,,,
ch_camoT2_altdivision_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_LEEENFIELD,,1,camo_total_mastery,0,ch_camo_leeenfield_mp,,50,2000,,,,,,,,,,,,,,,,,1293,,,,,,,,,,,,,,,ch_camo_mastery_leeenfield_mp,,,,,,
ch_camoT2_doublekill_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_LEEENFIELD,,1,camo_total_mastery,0,ch_camo_leeenfield_mp,,5,2000,,,,,,,,,,,,,,,,,1294,,,,,,,,,,,,,,,ch_camo_mastery_leeenfield_mp,,,,,,
ch_camoT2_killstreak5_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_LEEENFIELD,,1,camo_total_mastery,0,ch_camo_leeenfield_mp,,5,2000,,,,,,,,,,,,,,,,,1295,,,,,,,,,,,,,,,ch_camo_mastery_leeenfield_mp,,,,,,
ch_camo_mastery_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_LEEENFIELD,,1,camo_total_mastery,0,ch_camo_leeenfield_mp,,6,5000,,,,,,,,,,,,,,,,,1296,,,,,,,,,,,,,,,ch_camo_mastery_sniper,,,,,,
ch_camoT3_doublekill_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_LEEENFIELD,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8227,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_headshot_leeenfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_HEADSHOT_LEEENFIELD,,1,camo_total_mastery,0,,,100,2000,,,,,,,,,,,,,,,,,8228,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_SPRINGFIELD_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1133,,,,,,,,,,,,,,,ch_camo_mastery_springfield_mp,,,,,,
ch_camoT2_revenge_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_SPRINGFIELD_DESC,,1,camo_total_mastery,0,ch_camo_springfield_mp,,10,2000,,,,,,,,,,,,,,,,,1158,,,,,,,,,,,,,,,ch_camo_mastery_springfield_mp,,,,,,
ch_camoT2_maindivision_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_SPRINGFIELD,,1,camo_total_mastery,0,ch_camo_springfield_mp,,50,2000,,,,,,,,,,,,,,,,,1187,,,,,,,,,,,,,,,ch_camo_mastery_springfield_mp,,,,,,
ch_camoT2_altdivision_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_SPRINGFIELD,,1,camo_total_mastery,0,ch_camo_springfield_mp,,50,2000,,,,,,,,,,,,,,,,,1297,,,,,,,,,,,,,,,ch_camo_mastery_springfield_mp,,,,,,
ch_camoT2_doublekill_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_SPRINGFIELD,,1,camo_total_mastery,0,ch_camo_springfield_mp,,5,2000,,,,,,,,,,,,,,,,,1298,,,,,,,,,,,,,,,ch_camo_mastery_springfield_mp,,,,,,
ch_camoT2_killstreak5_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_SPRINGFIELD,,1,camo_total_mastery,0,ch_camo_springfield_mp,,5,2000,,,,,,,,,,,,,,,,,1299,,,,,,,,,,,,,,,ch_camo_mastery_springfield_mp,,,,,,
ch_camo_mastery_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_SPRINGFIELD,,1,camo_total_mastery,0,ch_camo_springfield_mp,,6,5000,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,ch_camo_mastery_sniper,,,,,,
ch_camoT3_doublekill_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_SPRINGFIELD,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8229,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_headshot_springfield_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_HEADSHOT_SPRINGFIELD,,1,camo_total_mastery,0,,,100,2000,,,,,,,,,,,,,,,,,8230,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KAR98_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1134,,,,,,,,,,,,,,,ch_camo_mastery_kar98_mp,,,,,,
ch_camoT2_revenge_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_KAR98_DESC,,1,camo_total_mastery,0,ch_camo_kar98_mp,,10,2000,,,,,,,,,,,,,,,,,1159,,,,,,,,,,,,,,,ch_camo_mastery_kar98_mp,,,,,,
ch_camoT2_maindivision_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_KAR98,,1,camo_total_mastery,0,ch_camo_kar98_mp,,50,2000,,,,,,,,,,,,,,,,,1188,,,,,,,,,,,,,,,ch_camo_mastery_kar98_mp,,,,,,
ch_camoT2_altdivision_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_KAR98,,1,camo_total_mastery,0,ch_camo_kar98_mp,,50,2000,,,,,,,,,,,,,,,,,1301,,,,,,,,,,,,,,,ch_camo_mastery_kar98_mp,,,,,,
ch_camoT2_doublekill_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_KAR98,,1,camo_total_mastery,0,ch_camo_kar98_mp,,5,2000,,,,,,,,,,,,,,,,,1302,,,,,,,,,,,,,,,ch_camo_mastery_kar98_mp,,,,,,
ch_camoT2_killstreak5_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_KAR98,,1,camo_total_mastery,0,ch_camo_kar98_mp,,5,2000,,,,,,,,,,,,,,,,,1303,,,,,,,,,,,,,,,ch_camo_mastery_kar98_mp,,,,,,
ch_camo_mastery_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_KAR98,,1,camo_total_mastery,0,ch_camo_kar98_mp,,6,5000,,,,,,,,,,,,,,,,,1304,,,,,,,,,,,,,,,ch_camo_mastery_sniper,,,,,,
ch_camoT3_doublekill_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_KAR98,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8231,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_headshot_kar98_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_HEADSHOT_KAR98,,1,camo_total_mastery,0,,,100,2000,,,,,,,,,,,,,,,,,8232,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_mastery_sniper,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_CLASS_SNIPER,,1,camo_total_mastery,0,,,4,10000,,,,,,,,,,,,,,,,,474,,,,,,,,,,,,,,,ch_camo_mastery,,,,,,
ch_camo_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_LEWIS_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1122,,,,,,,,,,,,,,,ch_camo_mastery_lewis_mp,,,,,,
ch_camoT2_revenge_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_LEWIS_DESC,,1,camo_total_mastery,0,ch_camo_lewis_mp,,10,2000,,,,,,,,,,,,,,,,,1160,,,,,,,,,,,,,,,ch_camo_mastery_lewis_mp,,,,,,
ch_camoT2_maindivision_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_LEWIS,,1,camo_total_mastery,0,ch_camo_lewis_mp,,50,2000,,,,,,,,,,,,,,,,,1189,,,,,,,,,,,,,,,ch_camo_mastery_lewis_mp,,,,,,
ch_camoT2_altdivision_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_LEWIS,,1,camo_total_mastery,0,ch_camo_lewis_mp,,50,2000,,,,,,,,,,,,,,,,,1305,,,,,,,,,,,,,,,ch_camo_mastery_lewis_mp,,,,,,
ch_camoT2_doublekill_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_LEWIS,,1,camo_total_mastery,0,ch_camo_lewis_mp,,5,2000,,,,,,,,,,,,,,,,,1306,,,,,,,,,,,,,,,ch_camo_mastery_lewis_mp,,,,,,
ch_camoT2_killstreak5_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_LEWIS,,1,camo_total_mastery,0,ch_camo_lewis_mp,,5,2000,,,,,,,,,,,,,,,,,1307,,,,,,,,,,,,,,,ch_camo_mastery_lewis_mp,,,,,,
ch_camo_mastery_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_LEWIS,,1,camo_total_mastery,0,ch_camo_lewis_mp,,6,5000,,,,,,,,,,,,,,,,,1308,,,,,,,,,,,,,,,ch_camo_mastery_heavy,,,,,,
ch_camoT3_doublekill_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_LEWIS,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8233,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_lewis_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_TRIPLEKILL_LEWIS,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8234,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MG15_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1123,,,,,,,,,,,,,,,ch_camo_mastery_mg15_mp,,,,,,
ch_camoT2_revenge_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_MG15_DESC,,1,camo_total_mastery,0,ch_camo_mg15_mp,,10,2000,,,,,,,,,,,,,,,,,1161,,,,,,,,,,,,,,,ch_camo_mastery_mg15_mp,,,,,,
ch_camoT2_maindivision_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_MG15,,1,camo_total_mastery,0,ch_camo_mg15_mp,,50,2000,,,,,,,,,,,,,,,,,1190,,,,,,,,,,,,,,,ch_camo_mastery_mg15_mp,,,,,,
ch_camoT2_altdivision_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_MG15,,1,camo_total_mastery,0,ch_camo_mg15_mp,,50,2000,,,,,,,,,,,,,,,,,1309,,,,,,,,,,,,,,,ch_camo_mastery_mg15_mp,,,,,,
ch_camoT2_doublekill_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_MG15,,1,camo_total_mastery,0,ch_camo_mg15_mp,,5,2000,,,,,,,,,,,,,,,,,1310,,,,,,,,,,,,,,,ch_camo_mastery_mg15_mp,,,,,,
ch_camoT2_killstreak5_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_MG15,,1,camo_total_mastery,0,ch_camo_mg15_mp,,5,2000,,,,,,,,,,,,,,,,,1311,,,,,,,,,,,,,,,ch_camo_mastery_mg15_mp,,,,,,
ch_camo_mastery_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_MG15,,1,camo_total_mastery,0,ch_camo_mg15_mp,,6,5000,,,,,,,,,,,,,,,,,1312,,,,,,,,,,,,,,,ch_camo_mastery_heavy,,,,,,
ch_camoT3_doublekill_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_MG15,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8235,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_mg15_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_TRIPLEKILL_MG15,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8236,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_BREN_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1124,,,,,,,,,,,,,,,ch_camo_mastery_bren_mp,,,,,,
ch_camoT2_revenge_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_BREN_DESC,,1,camo_total_mastery,0,ch_camo_bren_mp,,10,2000,,,,,,,,,,,,,,,,,1162,,,,,,,,,,,,,,,ch_camo_mastery_bren_mp,,,,,,
ch_camoT2_maindivision_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_BREN,,1,camo_total_mastery,0,ch_camo_bren_mp,,50,2000,,,,,,,,,,,,,,,,,1191,,,,,,,,,,,,,,,ch_camo_mastery_bren_mp,,,,,,
ch_camoT2_altdivision_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_BREN,,1,camo_total_mastery,0,ch_camo_bren_mp,,50,2000,,,,,,,,,,,,,,,,,1313,,,,,,,,,,,,,,,ch_camo_mastery_bren_mp,,,,,,
ch_camoT2_doublekill_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_BREN,,1,camo_total_mastery,0,ch_camo_bren_mp,,5,2000,,,,,,,,,,,,,,,,,1314,,,,,,,,,,,,,,,ch_camo_mastery_bren_mp,,,,,,
ch_camoT2_killstreak5_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_BREN,,1,camo_total_mastery,0,ch_camo_bren_mp,,5,2000,,,,,,,,,,,,,,,,,1315,,,,,,,,,,,,,,,ch_camo_mastery_bren_mp,,,,,,
ch_camo_mastery_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_BREN,,1,camo_total_mastery,0,ch_camo_bren_mp,,6,5000,,,,,,,,,,,,,,,,,1316,,,,,,,,,,,,,,,ch_camo_mastery_heavy,,,,,,
ch_camoT3_doublekill_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_BREN,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8237,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_bren_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_TRIPLEKILL_BREN,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8238,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MG42_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1125,,,,,,,,,,,,,,,ch_camo_mastery_mg42_mp,,,,,,
ch_camoT2_revenge_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_MG42_DESC,,1,camo_total_mastery,0,ch_camo_mg42_mp,,10,2000,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,ch_camo_mastery_mg42_mp,,,,,,
ch_camoT2_maindivision_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MAINDIVISION_MG42,,1,camo_total_mastery,0,ch_camo_mg42_mp,,50,2000,,,,,,,,,,,,,,,,,1192,,,,,,,,,,,,,,,ch_camo_mastery_mg42_mp,,,,,,
ch_camoT2_altdivision_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_ALTDIVISION_MG42,,1,camo_total_mastery,0,ch_camo_mg42_mp,,50,2000,,,,,,,,,,,,,,,,,1317,,,,,,,,,,,,,,,ch_camo_mastery_mg42_mp,,,,,,
ch_camoT2_doublekill_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_MG42,,1,camo_total_mastery,0,ch_camo_mg42_mp,,5,2000,,,,,,,,,,,,,,,,,1318,,,,,,,,,,,,,,,ch_camo_mastery_mg42_mp,,,,,,
ch_camoT2_killstreak5_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_MG42,,1,camo_total_mastery,0,ch_camo_mg42_mp,,5,2000,,,,,,,,,,,,,,,,,1319,,,,,,,,,,,,,,,ch_camo_mastery_mg42_mp,,,,,,
ch_camo_mastery_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_MG42,,1,camo_total_mastery,0,ch_camo_mg42_mp,,6,5000,,,,,,,,,,,,,,,,,1320,,,,,,,,,,,,,,,ch_camo_mastery_heavy,,,,,,
ch_camoT3_doublekill_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_MG42,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8239,,,,,,,,,,,,,,,,,,,,,
ch_camoT4_triplekill_mg42_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_TRIPLEKILL_MG42,,1,camo_total_mastery,0,,,25,2000,,,,,,,,,,,,,,,,,8240,,,,,,,,,,,,,,,ch_camo_prestige_mastery,,,,,,
ch_camo_mastery_heavy,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_CLASS_LMG,,1,camo_total_mastery,0,,,4,10000,,,,,,,,,,,,,,,,,475,,,,,,,,,,,,,,,ch_camo_mastery,,,,,,
ch_camo_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_LUGER_DESC,,1,camo_total_mastery,0,,,5,500,10,1000,15,1500,20,2000,30,2500,40,3000,50,3500,75,4000,100,5000,1197,,,,,,,,,,,,,,,ch_camo_mastery_luger_mp,,,,,,
ch_camoT2_revenge_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_REVENGE_LUGER_DESC,,1,camo_total_mastery,0,ch_camo_luger_mp,,10,2000,,,,,,,,,,,,,,,,,1198,,,,,,,,,,,,,,,ch_camo_mastery_luger_mp,,,,,,
ch_camoT2_neardeath_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_NEARDEATH_LUGER,,1,camo_total_mastery,0,ch_camo_luger_mp,,5,2000,,,,,,,,,,,,,,,,,1199,,,,,,,,,,,,,,,ch_camo_mastery_luger_mp,,,,,,
ch_camoT2_switchkill_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_SWITCHKILL_LUGER,,1,camo_total_mastery,0,ch_camo_luger_mp,,5,2000,,,,,,,,,,,,,,,,,1321,,,,,,,,,,,,,,,ch_camo_mastery_luger_mp,,,,,,
ch_camoT2_doublekill_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_DOUBLEKILL_LUGER,,1,camo_total_mastery,0,ch_camo_luger_mp,,5,2000,,,,,,,,,,,,,,,,,1322,,,,,,,,,,,,,,,ch_camo_mastery_luger_mp,,,,,,
ch_camoT2_killstreak5_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_KILLSTREAK5_LUGER,,1,camo_total_mastery,0,ch_camo_luger_mp,,5,2000,,,,,,,,,,,,,,,,,1323,,,,,,,,,,,,,,,ch_camo_mastery_luger_mp,,,,,,
ch_camo_mastery_luger_mp,CHALLENGE_CAMO_REQUIREMENTS,CHALLENGE_CAMO_MASTERY_LUGER,,1,camo_total_mastery,0,ch_camo_luger_mp,,6,5000,,,,,,,,,,,,,,,,,1324,,,,,,,,,,,,,,,ch_camo_mastery_pistol,,,,,,
