a1,b2,c3,d4,e5,f6,g7,h8,i9,j10,k11,l12,
emote_winner_g,loot,0,,,,,,,,,,
emote_winnerd,loot,0,,,,,,,,,,
emote_winnere,loot,0,,,,,,,,,,
emote_wohoo,loot,0,,,,,,,,,,
emote_yawn,loot,0,,,,,,,,,,
emote_you_come_here,loot,0,,,,,,,,,,
emote_you_leave,loot,0,,,,,,,,,,
emote_youareawesomea,loot,0,,,,,,,,,,
emote_youareawesomeb,loot,0,,,,,,,,,,
emp44 bronze,weaponCamo,0,ch_camoT2_doublekill_emp44_mp,,,,,,,,,
emp44 brownspot,weaponCamo,0,ch_camo_emp44_mp_2,,,,,,,,,
emp44 camo_pap_04,weaponCamo,0,,,,,,,,,,
emp44 chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
emp44 chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
emp44 copper,weaponCamo,0,ch_camoT2_killstreak5_emp44_mp,,,,,,,,,
emp44 diamond,weaponCamo,0,ch_camo_mastery_smg,,,,,,,,,
emp44 gold,weaponCamo,0,ch_camo_mastery_emp44_mp,,,,,,,,,
emp44 gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_emp44_mp,,,,,,,,,
emp44 gold_leopard,weaponCamo,0,ch_camoT3_doublekill_emp44_mp,,,,,,,,,
emp44 greenspot,weaponCamo,0,ch_camo_emp44_mp_1,,,,,,,,,
emp44 heeres,weaponCamo,0,ch_camo_emp44_mp_3,,,,,,,,,
emp44 leibermuster,weaponCamo,0,ch_camo_emp44_mp_4,,,,,,,,,
emp44 leopard,weaponCamo,0,ch_camoT2_altdivision_emp44_mp,,,,,,,,,
emp44 m1916,weaponCamo,0,ch_camoT2_revenge_emp44_mp,,,,,,,,,
emp44 oakleaf,weaponCamo,0,ch_camo_emp44_mp_6,,,,,,,,,
emp44 palmtree,weaponCamo,0,ch_camo_emp44_mp_7,,,,,,,,,
emp44 panzer,weaponCamo,0,ch_camo_emp44_mp_9,,,,,,,,,
emp44 peapattern,weaponCamo,0,ch_camo_emp44_mp_5,,,,,,,,,
emp44 planetree,weaponCamo,0,ch_camo_emp44_mp_8,,,,,,,,,
emp44 ret1_lens,weaponReticle,0,ch_reticle_lens_kill_emp44_mp_1,,,,,,,,,
emp44 ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_emp44_mp_1,,,,,,,,,
emp44 ret10_lens,weaponReticle,0,ch_reticle_lens_streaking_emp44_mp,,,,,,,,,
emp44 ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_emp44_mp,,,,,,,,,
emp44 ret2_lens,weaponReticle,0,ch_reticle_lens_kill_emp44_mp_2,,,,,,,,,
emp44 ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_emp44_mp_2,,,,,,,,,
emp44 ret3_lens,weaponReticle,0,ch_reticle_lens_kill_emp44_mp_3,,,,,,,,,
emp44 ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_emp44_mp_3,,,,,,,,,
emp44 ret4_lens,weaponReticle,0,ch_reticle_lens_kill_emp44_mp_4,,,,,,,,,
emp44 ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_emp44_mp_4,,,,,,,,,
emp44 ret5_lens,weaponReticle,0,ch_reticle_lens_kill_emp44_mp_5,,,,,,,,,
emp44 ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_emp44_mp_5,,,,,,,,,
emp44 ret6_lens,weaponReticle,0,ch_reticle_lens_kill_emp44_mp_6,,,,,,,,,
emp44 ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_emp44_mp_6,,,,,,,,,
emp44 ret7_lens,weaponReticle,0,ch_reticle_lens_headshot_emp44_mp,,,,,,,,,
emp44 ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_emp44_mp,,,,,,,,,
emp44 ret8_lens,weaponReticle,0,ch_reticle_lens_longshot_emp44_mp,,,,,,,,,
emp44 ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_emp44_mp,,,,,,,,,
emp44 ret9_lens,weaponReticle,0,ch_reticle_lens_doublekill_emp44_mp,,,,,,,,,
emp44 ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_emp44_mp,,,,,,,,,
emp44 snow,weaponCamo,0,ch_camoT2_maindivision_emp44_mp,,,,,,,,,
emp44 zom_amp,loot,0,,,,,,,,,,
emp44 zom_amp_02,weaponCamo,0,,,,,,,,,,
emp44 zom_amp_03,loot,0,,,,,,,,,,
emp44 zom_amp_04,weaponCamo,0,,,,,,,,,,
emp44 zom_amp_05,weaponCamo,0,,,,,,,,,,
emp44 zom_camo_01,weaponCamo,0,,,,,,,,,,
emp44 zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
emp44 zom_fog_01,loot,0,,,,,,,,,,
emp44 zom_frontline_01,weaponCamo,0,,,,,,,,,,
emp44 zom_madmin_01,weaponCamo,0,,,,,,,,,,
emp44 zom_preorder,weaponCamo,0,,,,,,,0x800092,,,
emp44 zom_skin_01,weaponCamo,0,,,,,,,,,,
emp44 zom_spat_01,weaponCamo,0,,,,,,,,,,
emp44 zom_spat_02,weaponCamo,0,,,,,,,,,,
emp44 zom_spat_03,weaponCamo,0,,,,,,,,,,
emp44 zom_twitch,weaponCamo,0,,,,,,,,,,
emp44_loot0_mp,loot,0,,,,,,,,,,
emp44_loot1_mp,loot,0,,,,,,,,,,
emp44_loot2_mp,loot,0,,,,,,,,,,
emp44_loot3_mp,loot,0,,,,,,,,,,
emp44_mp,weapon,0,,,,,,,,,,
enfieldno2 bronze,weaponCamo,0,ch_camoT2_doublekill_enfieldno2_mp,,,,,,,,,
enfieldno2 brownspot,weaponCamo,0,ch_camo_enfieldno2_mp_2,,,,,,,,,
enfieldno2 camo_pap_04,weaponCamo,0,,,,,,,,,,
enfieldno2 chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
enfieldno2 chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
enfieldno2 copper,weaponCamo,0,ch_camoT2_killstreak5_enfieldno2_mp,,,,,,,,,
enfieldno2 diamond,weaponCamo,0,ch_camo_mastery_pistol,,,,,,,,,
enfieldno2 gold,weaponCamo,0,ch_camo_mastery_enfieldno2_mp,,,,,,,,,
enfieldno2 gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_enfieldno2_mp,,,,,,,,,
enfieldno2 gold_leopard,weaponCamo,0,ch_camoT3_doublekill_enfieldno2_mp,,,,,,,,,
enfieldno2 greenspot,weaponCamo,0,ch_camo_enfieldno2_mp_1,,,,,,,,,
enfieldno2 heeres,weaponCamo,0,ch_camo_enfieldno2_mp_3,,,,,,,,,
enfieldno2 leibermuster,weaponCamo,0,ch_camo_enfieldno2_mp_4,,,,,,,,,
enfieldno2 leopard,weaponCamo,0,ch_camoT2_switchkill_enfieldno2_mp,,,,,,,,,
enfieldno2 m1916,weaponCamo,0,ch_camoT2_revenge_enfieldno2_mp,,,,,,,,,
enfieldno2 oakleaf,weaponCamo,0,ch_camo_enfieldno2_mp_6,,,,,,,,,
enfieldno2 palmtree,weaponCamo,0,ch_camo_enfieldno2_mp_7,,,,,,,,,
enfieldno2 panzer,weaponCamo,0,ch_camo_enfieldno2_mp_9,,,,,,,,,
enfieldno2 peapattern,weaponCamo,0,ch_camo_enfieldno2_mp_5,,,,,,,,,
enfieldno2 planetree,weaponCamo,0,ch_camo_enfieldno2_mp_8,,,,,,,,,
enfieldno2 snow,weaponCamo,0,ch_camoT2_neardeath_enfieldno2_mp,,,,,,,,,
enfieldno2 zom_amp,loot,0,,,,,,,,,,
enfieldno2 zom_amp_02,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_amp_03,loot,0,,,,,,,,,,
enfieldno2 zom_amp_04,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_amp_05,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_camo_01,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_fog_01,loot,0,,,,,,,,,,
enfieldno2 zom_frontline_01,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_madmin_01,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_preorder,loot,0,,,,,,,0x800092,,,
enfieldno2 zom_skin_01,loot,0,,,,,,,,,,
enfieldno2 zom_spat_01,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_spat_02,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_spat_03,weaponCamo,0,,,,,,,,,,
enfieldno2 zom_twitch,weaponCamo,0,,,,,,,,,,
enfieldno2_loot0_mp,loot,0,,,,,,,,,,
enfieldno2_loot1_mp,loot,0,,,,,,,,,,
enfieldno2_loot2_mp,loot,0,,,,,,,,,,
enfieldno2_loot3_mp,loot,0,,,,,,,,,,
enfieldno2_mp,weapon,0,,,,,,,,,,
erma bronze,weaponCamo,0,ch_camoT2_doublekill_erma_mp,,,,,,,,,
erma brownspot,weaponCamo,0,ch_camo_erma_mp_2,,,,,,,,,
erma camo_pap_04,weaponCamo,0,,,,,,,,,,
erma chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
erma chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
erma copper,weaponCamo,0,ch_camoT2_killstreak5_erma_mp,,,,,,,,,
erma diamond,weaponCamo,0,ch_camo_mastery_smg,,,,,,,,,
erma gold,weaponCamo,0,ch_camo_mastery_erma_mp,,,,,,,,,
erma gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_erma_mp,,,,,,,,,
erma gold_leopard,weaponCamo,0,ch_camoT3_doublekill_erma_mp,,,,,,,,,
erma greenspot,weaponCamo,0,ch_camo_erma_mp_1,,,,,,,,,
erma heeres,weaponCamo,0,ch_camo_erma_mp_3,,,,,,,,,
erma leibermuster,weaponCamo,0,ch_camo_erma_mp_4,,,,,,,,,
erma leopard,weaponCamo,0,ch_camoT2_altdivision_erma_mp,,,,,,,,,
erma m1916,weaponCamo,0,ch_camoT2_revenge_erma_mp,,,,,,,,,
erma oakleaf,weaponCamo,0,ch_camo_erma_mp_6,,,,,,,,,
erma palmtree,weaponCamo,0,ch_camo_erma_mp_7,,,,,,,,,
erma panzer,weaponCamo,0,ch_camo_erma_mp_9,,,,,,,,,
erma peapattern,weaponCamo,0,ch_camo_erma_mp_5,,,,,,,,,
erma planetree,weaponCamo,0,ch_camo_erma_mp_8,,,,,,,,,
erma snow,weaponCamo,0,ch_camoT2_maindivision_erma_mp,,,,,,,,,
erma zom_amp,weaponCamo,0,,,,,,,,,,
erma zom_amp_02,weaponCamo,0,,,,,,,,,,
erma zom_amp_03,weaponCamo,0,,,,,,,,,,
erma zom_amp_04,weaponCamo,0,,,,,,,,,,
erma zom_amp_05,weaponCamo,0,,,,,,,,,,
erma zom_camo_01,weaponCamo,0,,,,,,,,,,
erma zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
erma zom_fog_01,weaponCamo,0,,,,,,,,,,
erma zom_frontline_01,weaponCamo,0,,,,,,,,,,
erma zom_madmin_01,weaponCamo,0,,,,,,,,,,
erma zom_preorder,weaponCamo,0,,,,,,,0x800092,,,
erma zom_skin_01,weaponCamo,0,,,,,,,,,,
erma zom_spat_01,weaponCamo,0,,,,,,,,,,
erma zom_spat_02,weaponCamo,0,,,,,,,,,,
erma zom_spat_03,weaponCamo,0,,,,,,,,,,
erma zom_twitch,weaponCamo,0,,,,,,,,,,
erma_loot0_mp,loot,0,,,,,,,,,,
erma_loot1_mp,loot,0,,,,,,,,,,
erma_loot2_mp,loot,0,,,,,,,,,,
erma_loot3_mp,loot,0,,,,,,,,,,
erma_mp,weapon,0,,,,,,,,,,
experiment_identifier_1,loot,0,,,,,,,,,,
experiment_identifier_10,loot,0,,,,,,,,,,
experiment_identifier_2,loot,0,,,,,,,,,,
experiment_identifier_3,loot,0,,,,,,,,,,
experiment_identifier_4,loot,0,,,,,,,,,,
experiment_identifier_5,loot,0,,,,,,,,,,
experiment_identifier_6,loot,0,,,,,,,,,,
experiment_identifier_7,loot,0,,,,,,,,,,
experiment_identifier_8,loot,0,,,,,,,,,,
experiment_identifier_9,loot,0,,,,,,,,,,
experiment_identifier_weapon_contract_1,loot,0,,,,,,,,,,
experiment_identifier_weapon_contract_2,loot,0,,,,,,,,,,
experiment_identifier_weapon_contract_3,loot,0,,,,,,,,,,
explosive_tips_dp28,weaponAttachment,0,,,,,,,,,,
extended_mag,attachmentUnlock,0,,,,,,,,,,
extended_mag_1897,attachmentUnlock,0,,,,,,,,,,
extended_mag_bar,attachmentUnlock,0,,,,,,,,,,
extended_mag_beretta,attachmentUnlock,0,,,,,,,,,,
extended_mag_bren,attachmentUnlock,0,,,,,,,,,,
extended_mag_enfield,attachmentUnlock,0,,,,,,,,,,
extended_mag_fg42,attachmentUnlock,0,,,,,,,,,,
extended_mag_g43,attachmentUnlock,0,,,,,,,,,,
extended_mag_greasegun,attachmentUnlock,0,,,,,,,,,,
extended_mag_kar98k,attachmentUnlock,0,,,,,,,,,,
extended_mag_kbsp1938,attachmentUnlock,0,,,,,,,,,,
extended_mag_lewis,attachmentUnlock,0,,,,,,,,,,
extended_mag_luger,attachmentUnlock,0,,,,,,,,,,
extended_mag_m1911,attachmentUnlock,0,,,,,,,,,,
extended_mag_m1919,attachmentUnlock,0,,,,,,,,,,
extended_mag_m1941,attachmentUnlock,0,,,,,,,,,,
extended_mag_m1a1,attachmentUnlock,0,,,,,,,,,,
extended_mag_m1garand,attachmentUnlock,0,,,,,,,,,,
extended_mag_m712,attachmentUnlock,0,,,,,,,,,,
extended_mag_mg15,attachmentUnlock,0,,,,,,,,,,
extended_mag_mg42,attachmentUnlock,0,,,,,,,,,,
extended_mag_mg42_zm,weaponAttachment,0,,,,,,,,,,
extended_mag_mp28,attachmentUnlock,0,,,,,,,,,,
extended_mag_mp40,attachmentUnlock,0,,,,,,,,,,
extended_mag_ppsh41,attachmentUnlock,0,,,,,,,,,,
extended_mag_springfield,attachmentUnlock,0,,,,,,,,,,
extended_mag_sten,attachmentUnlock,0,,,,,,,,,,
extended_mag_stg44,attachmentUnlock,0,,,,,,,,,,
extended_mag_svt40,attachmentUnlock,0,,,,,,,,,,
extended_mag_thompson,attachmentUnlock,0,,,,,,,,,,
extended_mag_type100,attachmentUnlock,0,,,,,,,,,,
extended_mag_type99,attachmentUnlock,0,,,,,,,,,,
extended_mag_volk,attachmentUnlock,0,,,,,,,,,,
extended_range,attachmentUnlock,0,,,,,,,,,,
extended_range_rifle,attachmentUnlock,0,,,,,,,,,,
extended_range_shotgun,attachmentUnlock,0,,,,,,,,,,
extended_range_smg,attachmentUnlock,0,,,,,,,,,,
eye0_r1c1,gear,0,,,,,,,,,,
eye0_r1c2,gear,0,,,,,,,,,,
eye0_r1c3,gear,0,,,,,,,,,,
eye0_r2c1,gear,0,,,,,,,,,,
eye0_r2c2,gear,0,,,,,,,,,,
eye0_r2c3,gear,0,,,,,,,,,,
eye0_r3c1,gear,0,,,,,,,,,,
eye0_r3c2,gear,0,,,,,,,,,,
eye0_r3c3,gear,0,,,,,,,,,,
eye0_r4c1,gear,0,,,,,,,,,,
eye0_r4c2,gear,0,,,,,,,,,,
eye0_r4c3,gear,0,,,,,,,,,,
facecamo1,none,0,,,,,,,,,,
facecamo10,none,0,,,,,,,,,,
facecamo11,none,0,,,,,,,,,,
facecamo12,none,0,,,,,,,,,,
facecamo13,none,0,,,,,,,,,,
facecamo14,none,0,,,,,,,,,,
facecamo15,none,0,,,,,,,,,,
facecamo16,none,0,,,,,,,,,,
facecamo17,none,0,,,,,,,,,,
facecamo18,none,0,,,,,,,,,,
facecamo19,none,0,,,,,,,,,,
facecamo2,none,0,,,,,,,,,,
facecamo20,none,0,,,,,,,,,,
facecamo21,none,0,,,,,,,,,,
facecamo22,none,0,,,,,,,,,,
facecamo23,none,0,,,,,,,,,,
facecamo24,none,0,,,,,,,,,,
facecamo25,none,0,,,,,,,,,,
facecamo26,none,0,,,,,,,,,,
facecamo27,none,0,,,,,,,,,,
facecamo28,none,0,,,,,,,,,,
facecamo29,none,0,,,,,,,,,,
facecamo3,none,0,,,,,,,,,,
facecamo30,none,0,,,,,,,,,,
facecamo31,none,0,,,,,,,,,,
facecamo32,none,0,,,,,,,,,,
facecamo34,none,0,,,,,,,,,,
facecamo37,none,0,,,,,,,,,,
facecamo38,none,0,,,,,,,,,,
facecamo4,none,0,,,,,,,,,,
facecamo40,none,0,,,,,,,,,,
facecamo41,none,0,,,,,,,,,,
facecamo42,none,0,,,,,,,,,,
facecamo5,none,0,,,,,,,,,,
facecamo6,none,0,,,,,,,,,,
facecamo7,none,0,,,,,,,,,,
facecamo8,none,0,,,,,,,,,,
facecamo9,none,0,,,,,,,,,,
fast_ads,attachmentUnlock,0,,,,,,,,,,
fast_ads_lmg,attachmentUnlock,0,,,,,,,,,,
fast_ads_smg,attachmentUnlock,0,,,,,,,,,,
fast_bolt_dp28,weaponAttachment,0,,,,,,,,,,
fast_mag_dp28,weaponAttachment,0,,,,,,,,,,
federov bronze,weaponCamo,0,ch_camoT2_doublekill_federov_mp,,,,,,,,,
federov brownspot,weaponCamo,0,ch_camo_federov_mp_2,,,,,,,,,
federov camo_pap_04,weaponCamo,0,,,,,,,,,,
federov chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
federov chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
federov copper,weaponCamo,0,ch_camoT2_killstreak5_federov_mp,,,,,,,,,
federov diamond,weaponCamo,0,ch_camo_mastery_ar,,,,,,,,,
federov gold,weaponCamo,0,ch_camo_mastery_federov_mp,,,,,,,,,
federov gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_federov_mp,,,,,,,,,
federov gold_leopard,weaponCamo,0,ch_camoT3_doublekill_federov_mp,,,,,,,,,
federov greenspot,weaponCamo,0,ch_camo_federov_mp_1,,,,,,,,,
federov heeres,weaponCamo,0,ch_camo_federov_mp_3,,,,,,,,,
federov leibermuster,weaponCamo,0,ch_camo_federov_mp_4,,,,,,,,,
federov leopard,weaponCamo,0,ch_camoT2_altdivision_federov_mp,,,,,,,,,
federov m1916,weaponCamo,0,ch_camoT2_longshot_federov_mp,,,,,,,,,
federov oakleaf,weaponCamo,0,ch_camo_federov_mp_6,,,,,,,,,
federov palmtree,weaponCamo,0,ch_camo_federov_mp_7,,,,,,,,,
federov panzer,weaponCamo,0,ch_camo_federov_mp_9,,,,,,,,,
federov peapattern,weaponCamo,0,ch_camo_federov_mp_5,,,,,,,,,
federov planetree,weaponCamo,0,ch_camo_federov_mp_8,,,,,,,,,
federov ret1_lens,weaponReticle,0,ch_reticle_lens_kill_federov_mp_1,,,,,,,,,
federov ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_federov_mp_1,,,,,,,,,
federov ret1_scope,weaponReticle,0,ch_reticle_optic_kill_federov_mp_1,,,,,,,,,
federov ret10_lens,weaponReticle,0,ch_reticle_lens_streaking_federov_mp,,,,,,,,,
federov ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_federov_mp,,,,,,,,,
federov ret10_scope,weaponReticle,0,ch_reticle_optic_streaking_federov_mp,,,,,,,,,
federov ret2_lens,weaponReticle,0,ch_reticle_lens_kill_federov_mp_2,,,,,,,,,
federov ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_federov_mp_2,,,,,,,,,
federov ret2_scope,weaponReticle,0,ch_reticle_optic_kill_federov_mp_2,,,,,,,,,
federov ret3_lens,weaponReticle,0,ch_reticle_lens_kill_federov_mp_3,,,,,,,,,
federov ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_federov_mp_3,,,,,,,,,
federov ret3_scope,weaponReticle,0,ch_reticle_optic_kill_federov_mp_3,,,,,,,,,
federov ret4_lens,weaponReticle,0,ch_reticle_lens_kill_federov_mp_4,,,,,,,,,
federov ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_federov_mp_4,,,,,,,,,
federov ret4_scope,weaponReticle,0,ch_reticle_optic_kill_federov_mp_4,,,,,,,,,
federov ret5_lens,weaponReticle,0,ch_reticle_lens_kill_federov_mp_5,,,,,,,,,
federov ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_federov_mp_5,,,,,,,,,
federov ret5_scope,weaponReticle,0,ch_reticle_optic_kill_federov_mp_5,,,,,,,,,
federov ret6_lens,weaponReticle,0,ch_reticle_lens_kill_federov_mp_6,,,,,,,,,
federov ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_federov_mp_6,,,,,,,,,
federov ret6_scope,weaponReticle,0,ch_reticle_optic_kill_federov_mp_6,,,,,,,,,
federov ret7_lens,weaponReticle,0,ch_reticle_lens_headshot_federov_mp,,,,,,,,,
federov ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_federov_mp,,,,,,,,,
federov ret7_scope,weaponReticle,0,ch_reticle_optic_headshot_federov_mp,,,,,,,,,
federov ret8_lens,weaponReticle,0,ch_reticle_lens_longshot_federov_mp,,,,,,,,,
federov ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_federov_mp,,,,,,,,,
federov ret8_scope,weaponReticle,0,ch_reticle_optic_longshot_federov_mp,,,,,,,,,
federov ret9_lens,weaponReticle,0,ch_reticle_lens_doublekill_federov_mp,,,,,,,,,
federov ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_federov_mp,,,,,,,,,
federov ret9_scope,weaponReticle,0,ch_reticle_optic_doublekill_federov_mp,,,,,,,,,
federov snow,weaponCamo,0,ch_camoT2_maindivision_federov_mp,,,,,,,,,
federov zom_amp,weaponCamo,0,,,,,,,,,,
federov zom_amp_02,weaponCamo,0,,,,,,,,,,
federov zom_amp_03,weaponCamo,0,,,,,,,,,,
federov zom_amp_04,weaponCamo,0,,,,,,,,,,
federov zom_amp_05,weaponCamo,0,,,,,,,,,,
federov zom_camo_01,weaponCamo,0,,,,,,,,,,
federov zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
federov zom_fog_01,weaponCamo,0,,,,,,,,,,
federov zom_frontline_01,weaponCamo,0,,,,,,,,,,
federov zom_madmin_01,weaponCamo,0,,,,,,,,,,
federov zom_preorder,weaponCamo,0,,,,,,,0x800092,,,
federov zom_skin_01,weaponCamo,0,,,,,,,,,,
federov zom_spat_01,weaponCamo,0,,,,,,,,,,
federov zom_spat_02,weaponCamo,0,,,,,,,,,,
federov zom_spat_03,weaponCamo,0,,,,,,,,,,
federov zom_twitch,weaponCamo,0,,,,,,,,,,
federov_loot0_mp,loot,0,,,,,,,,,,
federov_loot1_mp,loot,0,,,,,,,,,,
federov_loot2_mp,loot,0,,,,,,,,,,
federov_loot3_mp,loot,0,,,,,,,,,,
federov_mp,weapon,0,,,,,,,,,,
fg42 bronze,weaponCamo,0,ch_camoT2_doublekill_fg42_mp,,,,,,,,,
fg42 brownspot,weaponCamo,0,ch_camo_fg42_mp_2,,,,,,,,,
fg42 camo_pap_04,weaponCamo,0,,,,,,,,,,
fg42 chrome,weaponCamo,0,ch_camo_mastery,,,,,,,,,
fg42 chrome_tiger,weaponCamo,0,ch_camo_prestige_mastery,,,,,,,,,
fg42 copper,weaponCamo,0,ch_camoT2_killstreak5_fg42_mp,,,,,,,,,
fg42 diamond,weaponCamo,0,ch_camo_mastery_ar,,,,,,,,,
fg42 gold,weaponCamo,0,ch_camo_mastery_fg42_mp,,,,,,,,,
fg42 gold_cheetah,weaponCamo,0,ch_camoT4_triplekill_fg42_mp,,,,,,,,,
fg42 gold_leopard,weaponCamo,0,ch_camoT3_doublekill_fg42_mp,,,,,,,,,
fg42 greenspot,weaponCamo,0,ch_camo_fg42_mp_1,,,,,,,,,
fg42 heeres,weaponCamo,0,ch_camo_fg42_mp_3,,,,,,,,,
fg42 leibermuster,weaponCamo,0,ch_camo_fg42_mp_4,,,,,,,,,
fg42 leopard,weaponCamo,0,ch_camoT2_altdivision_fg42_mp,,,,,,,,,
fg42 m1916,weaponCamo,0,ch_camoT2_longshot_fg42_mp,,,,,,,,,
fg42 oakleaf,weaponCamo,0,ch_camo_fg42_mp_6,,,,,,,,,
fg42 palmtree,weaponCamo,0,ch_camo_fg42_mp_7,,,,,,,,,
fg42 panzer,weaponCamo,0,ch_camo_fg42_mp_9,,,,,,,,,
fg42 peapattern,weaponCamo,0,ch_camo_fg42_mp_5,,,,,,,,,
fg42 planetree,weaponCamo,0,ch_camo_fg42_mp_8,,,,,,,,,
fg42 ret1_reflex,weaponReticle,0,ch_reticle_nydar_kill_fg42_mp_1,,,,,,,,,
fg42 ret1_scope,weaponReticle,0,ch_reticle_optic_kill_fg42_mp_1,,,,,,,,,
fg42 ret10_reflex,weaponReticle,0,ch_reticle_nydar_streaking_fg42_mp,,,,,,,,,
fg42 ret10_scope,weaponReticle,0,ch_reticle_optic_streaking_fg42_mp,,,,,,,,,
fg42 ret2_reflex,weaponReticle,0,ch_reticle_nydar_kill_fg42_mp_2,,,,,,,,,
fg42 ret2_scope,weaponReticle,0,ch_reticle_optic_kill_fg42_mp_2,,,,,,,,,
fg42 ret3_reflex,weaponReticle,0,ch_reticle_nydar_kill_fg42_mp_3,,,,,,,,,
fg42 ret3_scope,weaponReticle,0,ch_reticle_optic_kill_fg42_mp_3,,,,,,,,,
fg42 ret4_reflex,weaponReticle,0,ch_reticle_nydar_kill_fg42_mp_4,,,,,,,,,
fg42 ret4_scope,weaponReticle,0,ch_reticle_optic_kill_fg42_mp_4,,,,,,,,,
fg42 ret5_reflex,weaponReticle,0,ch_reticle_nydar_kill_fg42_mp_5,,,,,,,,,
fg42 ret5_scope,weaponReticle,0,ch_reticle_optic_kill_fg42_mp_5,,,,,,,,,
fg42 ret6_reflex,weaponReticle,0,ch_reticle_nydar_kill_fg42_mp_6,,,,,,,,,
fg42 ret6_scope,weaponReticle,0,ch_reticle_optic_kill_fg42_mp_6,,,,,,,,,
fg42 ret7_reflex,weaponReticle,0,ch_reticle_nydar_headshot_fg42_mp,,,,,,,,,
fg42 ret7_scope,weaponReticle,0,ch_reticle_optic_headshot_fg42_mp,,,,,,,,,
fg42 ret8_reflex,weaponReticle,0,ch_reticle_nydar_longshot_fg42_mp,,,,,,,,,
fg42 ret8_scope,weaponReticle,0,ch_reticle_optic_longshot_fg42_mp,,,,,,,,,
fg42 ret9_reflex,weaponReticle,0,ch_reticle_nydar_doublekill_fg42_mp,,,,,,,,,
fg42 ret9_scope,weaponReticle,0,ch_reticle_optic_doublekill_fg42_mp,,,,,,,,,
fg42 snow,weaponCamo,0,ch_camoT2_maindivision_fg42_mp,,,,,,,,,
fg42 zom_amp,loot,0,,,,,,,,,,
fg42 zom_amp_02,weaponCamo,0,,,,,,,,,,
fg42 zom_amp_03,loot,0,,,,,,,,,,
fg42 zom_amp_04,weaponCamo,0,,,,,,,,,,
fg42 zom_amp_05,weaponCamo,0,,,,,,,,,,
fg42 zom_camo_01,weaponCamo,0,,,,,,,,,,
fg42 zom_dlc2_rune_01,weaponCamo,0,,,,,,,,,,
fg42 zom_fog_01,loot,0,,,,,,,,,,
fg42 zom_frontline_01,weaponCamo,0,,,,,,,,,,
fg42 zom_madmin_01,weaponCamo,0,,,,,,,,,,
fg42 zom_preorder,loot,0,,,,,,,0x800092,,,
fg42 zom_skin_01,loot,0,,,,,,,,,,
fg42 zom_spat_01,weaponCamo,0,,,,,,,,,,
fg42 zom_spat_02,weaponCamo,0,,,,,,,,,,
fg42 zom_spat_03,weaponCamo,0,,,,,,,,,,
fg42 zom_twitch,weaponCamo,0,,,,,,,,,,
fg42_loot0_mp,loot,0,,,,,,,,,,
fg42_loot1_mp,loot,0,,,,,,,,,,
fg42_loot2_mp,loot,0,,,,,,,,,,
