divisions_cavalry_kill,1,1,SPLASHES_DIVISIONS_CAVALRY_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
divisions_mountain_kill,1,1,SPLASHES_DIVISIONS_MOUNTAIN_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
division_resistance_kill,1,1,SPLASHES_DLC1_DIVISIONS_RESISTANCE_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,30,100,100,0,0,0,100,50,100,100,
division_grenadier_kill,1,1,SPLASHES_DLC3_DIVISIONS_GRENADIER_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
division_commando_kill,1,1,SPLASHES_DLC4_DIVISIONS_COMMANDO_KILL_SCORE,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,25,100,100,0,0,0,100,50,100,100,
raids_construct,1,1,SPLASHES_RAIDS_CONSTRUCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,
raids_construct_pro,1,1,SPLASHES_RAIDS_CONSTRUCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,
raids_destruct,1,1,SPLASHES_RAIDS_DESTRUCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,
raids_destruct_pro,1,1,SPLASHES_RAIDS_DESTRUCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,
raids_destruct_equipment,1,1,SPLASHES_RAIDS_DESTRUCT_EQUIPMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,
raids_destruct_equipment_pro,1,1,SPLASHES_RAIDS_DESTRUCT_EQUIPMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,
raids_escort,1,1,SPLASHES_RAIDS_ESCORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,,0,0,0,0,0,0,0,0,0,
raids_escort_pro,1,1,SPLASHES_RAIDS_ESCORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,,0,0,0,0,0,0,0,0,0,
raids_build_objective,1,1,SPLASHES_RAIDS_BUILD_OBJECTIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,
raids_build_objective_pro,1,1,SPLASHES_RAIDS_BUILD_OBJECTIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_tank_turret_kill,0,1,SPLASHES_RAIDS_TANK_TURRET_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,
raids_retreat,1,1,SPLASHES_RAIDS_RETREAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,
raids_retreat_pro,1,1,SPLASHES_RAIDS_RETREAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_progress,0,1,RAIDS_SPLASH_OBJ_COMPLETE_LOWER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,
raids_progress_pro,0,1,RAIDS_SPLASH_OBJ_COMPLETE_LOWER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_npc_kill,0,1,SPLASHES_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,
raids_building,0,1,SPLASHES_RAIDS_BUILDING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,
raids_building_pro,0,1,SPLASHES_RAIDS_BUILDING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,
raids_plant_multi,1,1,SPLASHES_BOMB_PLANTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
raids_plant_multi_pro,1,1,SPLASHES_BOMB_PLANTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,
raids_hostage_release,1,1,SPLASHES_DLC1_RAIDS_BREAKOUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,
raids_hostage_release_pro,1,1,SPLASHES_DLC1_RAIDS_BREAKOUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_hostage_door_breach,1,1,SPLASHES_DLC1_RAIDS_BREAKOUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,
raids_hostage_door_breach_pro,1,1,SPLASHES_DLC1_RAIDS_BREAKOUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_tank_escort,0,1,SPLASHES_MTX6_RAIDS_TANK_ESCORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,
raids_tank_escort_pro,0,1,SPLASHES_MTX6_RAIDS_TANK_ESCORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,
raids_tank_escort_checkpoint,0,1,SPLASHES_MTX6_RAIDS_TANK_ESCORT_CHECKPOINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,
raids_tank_escort_checkpoint_pro,0,1,SPLASHES_MTX6_RAIDS_TANK_ESCORT_CHECKPOINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
raids_secure,0,1,SPLASHES_MTX6_RAIDS_SECURING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,
raids_secure_pro,0,1,SPLASHES_MTX6_RAIDS_SECURING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,
raids_dogfight_kill,1,1,SPLASHES_DLC2_RAIDS_DOGFIGHT_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,
raids_dogfight_kill_pro,1,1,SPLASHES_DLC2_RAIDS_DOGFIGHT_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,
raids_airdrop_secure,1,1,SPLASHES_DLC3_RAIDS_AIRDROP_SECURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,
raids_airdrop_secure_pro,1,1,SPLASHES_DLC3_RAIDS_AIRDROP_SECURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_flag_raise,1,1,SPLASHES_DLC3_RAIDS_FLAG_POINT_SECURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,
raids_flag_raise_pro,1,1,SPLASHES_DLC3_RAIDS_FLAG_POINT_SECURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,
raids_flag_raising,0,1,SPLASHES_DLC3_RAIDS_FLAG_RAISE_PROGRESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,
raids_flag_raising_pro,0,1,SPLASHES_DLC3_RAIDS_FLAG_RAISE_PROGRESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,
raids_flag_raiser_kill,0,1,SPLASHES_DLC3_RAIDS_FLAG_RAISER_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,
raids_flag_raiser_kill_pro,0,1,SPLASHES_DLC3_RAIDS_FLAG_RAISER_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,
uav_destroyed,1,1,SPLASHES_SCORE_DESTROYED_UAV,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,150,0,150,150,150,150,150,150,150,150,150,
uav_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_UAV,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
counter_uav_destroyed,1,1,SPLASHES_SCORE_DESTROYED_COUNTER_UAV,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
counter_uav_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_COUNTER_UAV,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
airstrike_destroyed,1,1,SPLASHES_SCORE_DESTROYED_AIRSTRIKE,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
airstrike_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_AIRSTRIKE,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
fire_bombing_run_destroyed,1,1,SPLASHES_SCORE_DESTROYED_FIRE_BOMBING,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
fire_bombing_run_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_FIRE_BOMBING,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
fighter_strike_destroyed,1,1,SPLASHES_SCORE_DESTROYED_FIGHTER_STRIKE,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
fighter_strike_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_FIGHTER_STRIKE,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
carepackage_plane_destroyed,1,1,SPLASHES_SCORE_DESTROYED_CARE_PACKAGE_PLANE,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
carepackage_plane_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_CARE_PACKAGE_PLANE,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
emergency_carepackage_plane_destroyed,1,1,SPLASHES_SCORE_DESTROYED_EMERGENCY_AIRDROP_PLANE,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
emergency_carepackage_plane_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_EMERGENCY_AIRDROP_PLANE,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
attack_dogs_destroyed,1,1,SPLASHES_SCORE_DESTROYED_ATTACK_DOGS,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,0,50,50,50,50,50,50,50,50,50,
paratroopers_plane_destroyed,1,1,SPLASHES_SCORE_DESTROYED_PARATROOPERS_PLANE,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
paratroopers_plane_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_PARATROOPERS_PLANE,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
paratroopers_destroyed,1,1,SPLASHES_SCORE_DESTROYED_PARATROOPERS,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,0,0,100,100,0,0,0,100,50,100,100,
plane_gunner_destroyed,1,1,SPLASHES_SCORE_DESTROYED_PLANE_GUNNER,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
plane_gunner_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_PLANE_GUNNER,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
fritzx_destroyed,1,1,SPLASHES_SCORE_DESTROYED_FRITZX,150,150,150,150,150,150,150,150,150,150,150,150,150,150,0,150,0,0,150,150,150,150,150,150,150,150,150,
fritzx_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_FRITZX,200,200,200,200,200,200,200,200,200,200,200,200,200,200,0,200,200,0,200,200,200,200,200,200,200,200,200,
assist_killstreak_destroyed,1,1,SPLASHES_SCORE_DESTROYED_KILLSTREAK_ASSIST,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,0,50,50,50,50,50,50,50,50,50,
assist_killstreak_destroyed_pro,1,1,SPLASHES_SCORE_DESTROYED_KILLSTREAK_ASSIST,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,100,100,100,100,100,100,100,100,100,
killed_flamethrower,0,1,SPLASHES_KILLED_FLAMETHROWER,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,10,25,25,25,25,25,25,25,25,25,
killed_molotovs,0,1,SPLASHES_KILLED_MOLOTOVS,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,5,25,25,25,25,25,25,25,25,25,
killed_riotshield,0,1,SPLASHES_MTX6_KILLED_RIOTSHIELD,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,5,25,25,25,25,25,25,25,25,25,
airdrop_kill,1,1,SPLASHES_SCORE_KILL_AIRDROP,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
fritzx_kill,1,1,SPLASHES_SCORE_KILL_FRITZX,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
mortar_strike_kill,1,1,SPLASHES_SCORE_KILL_MORTAR_STRIKE,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
missile_strike_kill,1,1,SPLASHES_SCORE_KILL_MISSILE_STRIKE,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
airstrike_kill,1,1,SPLASHES_SCORE_KILL_AIRSTRIKE,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
firebomb_kill,1,1,SPLASHES_SCORE_KILL_FIRE_BOMBING,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
fighter_strike_kill,1,1,SPLASHES_SCORE_KILL_FIGHTER_STRIKE,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
attack_dogs_kill,0,1,SPLASHES_SCORE_KILL_ATTACK_DOGS,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
paratroopers_kill,1,1,SPLASHES_SCORE_KILL_PARATROOPERS,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
flamethrower_kill,1,1,SPLASHES_SCORE_KILL_FLAMETHROWER,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,
plane_gunner_kill,1,1,SPLASHES_SCORE_KILL_PLANE_GUNNER,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25,
molotovs_kill,1,1,SPLASHES_SCORE_KILL_MOLOTOVS,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25,25,25,25,
v2_rocket_kill,1,1,SPLASHES_SCORE_KILL_V2_ROCKET,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
raid_flak_kill,1,1,SPLASHES_SCORE_KILL_RAID_FLAK,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,20,0,
raid_fighters_kill,1,1,SPLASHES_SCORE_KILL_RAID_FIGHTERS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,
dogfight_flak_kill,1,1,SPLASHES_SCORE_KILL_RAID_FLAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,
hijacker,1,0,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,100,100,100,100,100,100,100,100,100,
sharepackage,1,1,SPLASHES_SHARE_CARE_PACKAGE,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,0,0,50,50,50,50,50,50,50,50,50,
sharepackage_pro,1,1,SPLASHES_SHARE_CARE_PACKAGE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,0,100,100,100,100,100,100,100,100,100,
assist_uav,0,1,MP_ASSIST_UAV,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,
assist_flak_guns,0,1,KILLSTREAKS_DLC2_FLAK_GUNS_ASSIST,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,
assist_counter_uav,0,1,KILLSTREAKS_DLC2_COUNTER_UAV_ASSIST,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,10,10,10,10,10,10,10,10,10,
scorestreak_pack,0,1,SPLASHES_SCORESTREAK_PACK,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,25,0,0,25,25,25,25,25,25,25,25,25,
raid_flak_assist,0,1,SPLASHES_RAID_FLAK_ASSIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,
raid_fighter_assist,0,1,SPLASHES_RAID_FIGHTER_ASSIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,
dogfight_flak_assist,0,1,SPLASHES_RAID_FLAK_ASSIST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,
hub_psdWatch,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hub_legendaryReveal,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hub_1v1Win,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hub_duelWin,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hub_planeDestroyed,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hub_skeetShooting,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
hub_shootoutWin,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
still_alive,0,1,SPLASHES_PH_SCORE_STILL_ALIVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,
clone_destroyed,0,1,SPLASHES_PH_SCORE_DECOY_KILLED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,
clone_was_destroyed,0,1,SPLASHES_PH_SCORE_DECOY_WAS_KILLED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,
still_alive_medium_bonus,0,1,SPLASHES_PH_SCORE_STILL_ALIVE_MED_BONUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,
still_alive_large_bonus,0,1,SPLASHES_PH_SCORE_STILL_ALIVE_LARGE_BONUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,
still_alive_extra_large_bonus,0,1,SPLASHES_PH_SCORE_STILL_ALIVE_EXTRA_LARGE_BONUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,
gained_blades_score_riflebullet,0,1,LUA_MENU_BLADES_SPLASH_RIFLEBULLET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,0,0,0,0,
gained_blades_score_defectivegrenade,0,1,LUA_MENU_BLADES_SPLASH_DEFECTIVEGRENADE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,0,0,0,0,
gained_blades_score_melee,0,1,LUA_MENU_BLADES_SPLASH_MELEE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,
bankrupt_blades_score,1,1,LUA_MENU_BLADES_SPLASH_BANKRUPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
bankrupt_blades_score_suicide,1,1,LUA_MENU_BLADES_SPLASH_BANKRUPTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
bankrupt_enemy_blades_score,1,1,LUA_MENU_BLADES_SPLASH_BANKRUPT_ENEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,
quick_blades_score,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,150,0,0,0,0,
bankrupt_first_player_blades_score,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,
undead_zombie_killed,0,1,LUA_MENU_UNDEAD_SPLASH_ZOMBIE_KILLED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,
undead_zombie_killed_hp,0,1,LUA_MENU_UNDEAD_SPLASH_ZOMBIE_KILLED_HP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,
relic_first_touch,0,1,LUA_MENU_RELIC_SPLASH_FIRST_TOUCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,
relic_goal,1,1,LUA_MENU_RELIC_SPLASH_GOAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,
relic_held,0,1,LUA_MENU_RELIC_SPLASH_HELD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,
relic_interception,0,1,LUA_MENU_RELIC_SPLASH_INTERCEPTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,
relic_kill_as_carrier,0,1,LUA_MENU_RELIC_SPLASH_KILL_AS_CARRIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,
relic_killed_carrier,0,1,LUA_MENU_RELIC_SPLASH_KILLED_CARRIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,
relic_pass_kill,1,1,LUA_MENU_RELIC_SPLASH_PASS_KILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,
POTG_weapon_swap,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
leprechaun_killed,1,1,SPLASHES_MTX3_5_LEPRECHAUN_KILL,100,100,100,75,50,100,100,0,100,100,50,100,50,100,0,100,40,0,100,100,0,0,0,100,50,100,100,
