ch_camo_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_THOMPSON_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_THOMPSON_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_thompson_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_THOMPSON,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_GREASEGUN_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_GREASEGUN_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_greasegun_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_GREASEGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_smg,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_CLASS_SMG,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_WINCHESTER1897_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_WINCHESTER1897_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_winchester1897_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_WINCHESTER1897,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_WALTHER_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_WALTHER_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_walther_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_WALTHER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MODEL21_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_MODEL21_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_model21_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_MODEL21,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_M30_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_M30_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_m30_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_M30,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_shotgun,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_CLASS_SHOTGUN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KARABIN_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_KARABIN_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_headshot_karabin_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_HEADSHOT_KARABIN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_LEEENFIELD_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_LEEENFIELD_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_headshot_leeenfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_HEADSHOT_LEEENFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_SPRINGFIELD_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_SPRINGFIELD_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_headshot_springfield_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_HEADSHOT_SPRINGFIELD,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KAR98_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_KAR98_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_headshot_kar98_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_HEADSHOT_KAR98,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_sniper,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_CLASS_SNIPER,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_LEWIS_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_LEWIS_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_lewis_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_LEWIS,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MG15_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_MG15_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT3_doublekill_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT4_triplekill_mg15_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_TRIPLEKILL_MG15,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_BREN_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_revenge_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_REVENGE_BREN_DESC,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_maindivision_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MAINDIVISION_BREN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_altdivision_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_ALTDIVISION_BREN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_doublekill_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_DOUBLEKILL_BREN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camoT2_killstreak5_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_KILLSTREAK5_BREN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
ch_camo_mastery_bren_mp,CHALLENGE_CAMO_UNLOCKED,CHALLENGE_CAMO_MASTERY_BREN,s2_challenge_camo,3.5,0.25,0.75,0.25,1,mp_s2_earn_medal,,challenge_splash,,
